artist_name,artist_id,popularity,artist_followers,genres,image
Caillou,2q7Y961PdiUNtscXldFlzt,41,16373,[],https://i.scdn.co/image/ab6761610000e5eba45b02dcbd0448a51a2cb257
N.W.A.,4EnEZVjo3w1cwcQYePccay,65,6241319,"['gangster rap', 'west coast hip hop', 'hip hop', 'rap', 'g-funk']",https://i.scdn.co/image/4f36d3f900eaf8381b0d3f5febe0e5bf8c94dbea
Ben Decca,0167ut3NFs3TI8EGscI3aZ,32,29105,['champeta'],https://i.scdn.co/image/ab6761610000e5ebc612caf4056f7c465d5ca4b1
Swing Out Sister,4phr5rAgWhcZtWJu8w8lKv,46,161797,[],https://i.scdn.co/image/ab6761610000e5ebb5a1b3218be3eadbb6adca3e
Wet Wet Wet,2u0gw0uCWBMiqV7h0N8kai,55,547018,[],https://i.scdn.co/image/ab6761610000e5eb7c533943803fb26b718244de
Gülden Karaböcek,2wioAsnSZ6JmA6I7Y7PDkc,56,628862,"['arabesque', 'anatolian rock']",https://i.scdn.co/image/ab6761610000e5ebf8abf9bb006d8415200aba44
Pixies,6zvul52xwTWzilBZl6BUbT,68,3261918,['alternative rock'],https://i.scdn.co/image/ab6761610000e5eb6281c5914a991e5c0e6e9d13
Guesch Patti,40LOCS7JJb6I4nZv9c76yt,18,3790,[],https://i.scdn.co/image/ab67616d0000b2735f5cad4f6510ee95286b34d7
Frankie Knuckles,63yl9nDNrHpiAYGlNJxxjc,45,146734,"['chicago house', 'acid house']",https://i.scdn.co/image/4430135715f2686c6ae65659dfac40472182c717
Eric B. & Rakim,6jHG1YQkqgojdEzerwvrVv,51,704566,"['east coast hip hop', 'hip hop']",https://i.scdn.co/image/3749993d2b60bbbaa02602a09737f2107cbae4dd
A Caus' Des Garçons,44rIoyd04L9FBK4P8zrodX,13,328,[],https://i.scdn.co/image/ab67616d0000b273348346b3ce49ea9027f6f56c
Xutos & Pontapés,1lQnDEcvFAWaUjbyZiHKih,45,342154,[],https://i.scdn.co/image/ab6761610000e5eb690e266a081ffab5ad917d2d
The Silencers,1RD6l0Su0sCzSHZGxPeU3d,30,16658,['celtic rock'],https://i.scdn.co/image/ab6761610000e5eb97b696ec9ccd6c86d23b6c35
Keith Sweat,2r09Inibex3C4ZNTUVSG3m,57,2158023,"['new jack swing', 'quiet storm', 'r&b', 'smooth r&b']",https://i.scdn.co/image/ab6761610000e5eb40713268614b1a1cbd7c2c88
Sekret,0EyznXouOtjilG74Xqbh3D,34,36016,['sovietwave'],https://i.scdn.co/image/ab6761610000e5eb9cdeddd21edb6bc2daf07ae9
Nick Kamen,05GsKvp0yKuCyWQMsPAAmB,43,37345,[],https://i.scdn.co/image/ab6761610000e5eb7ef65d5e7192bc893e8f2447
Living In A Box,4W2dcPOyD7eSfJCPHCfwoA,39,85562,['synthpop'],https://i.scdn.co/image/ed943080e88a565e3c89b2b2d9b80921d444dfb2
Michael Bolton,6YHEMoNPbcheiWS2haGzkn,63,2349402,['soft rock'],https://i.scdn.co/image/ab6761610000e5eb621cbb757dcbf609042f98d8
Alyans,0RhwVQewjVG0jHaXtDQaqA,33,27341,"['sovietwave', 'post-punk', 'cold wave', 'darkwave']",https://i.scdn.co/image/ab6761610000e5eba9b181e81f862c8e0dd1a036
Алексей Вишня,2O9KAIyUuHYQCFNKVwYOdI,36,56799,['sovietwave'],https://i.scdn.co/image/ab6761610000e5eb5e27b7bbf00954863e5890fd
Death,4f5V3PQ66nIrBCqugJtaGn,56,972794,"['death metal', 'metal', 'thrash metal', 'grindcore', 'melodic death metal', 'black metal']",https://i.scdn.co/image/b1ad9718b69b4c75164d418bde0cf3aa1566ac92
Tulaviok,7KXtlcMARXYssj40lo4Joq,14,2035,['punk'],https://i.scdn.co/image/ab67616d0000b27340b3203303c5aefa0ab87012
Boy George,2BWfZGPtsjRlRp7JTDqI45,43,627324,[],https://i.scdn.co/image/6aaa9c3f2fd19247aaf26a02b56bf984fa3c7220
Eduardo Fernandez,2nZNjnN8m5yQHvatKBCHIf,33,3130,['classical'],https://i.scdn.co/image/ab67616d0000b273449e9558a67bec1b28e80fda
Katia Labèque,5Pj7u76MK9VDyzDiAyYPSL,49,5390,"['classical piano', 'classical', 'minimalism']",https://i.scdn.co/image/ab6761610000e5ebfc2cff65aa74067510ec3db3
John Hiatt,4Sld5LOPbAm1QSq9U32fFV,52,230890,"['americana', 'roots rock', 'country rock', 'alt country']",https://i.scdn.co/image/ab6761610000e5eb0442101f315ec5788fb986c2
Surface,7dXeJ8kAqTqtvNWQNV3sdU,42,43643,"['quiet storm', 'new jack swing']",https://i.scdn.co/image/69916c9e2a603b464e91fb221052f974a07f72fe
Bézu,19PiQlHhv7p67DdnYnnijF,23,5847,['chanson'],https://i.scdn.co/image/ab67616d0000b273f8cc1996b5252b140efd583d
Petru Guelfucci,6VaJKyOj3YbruD3P2T0k48,30,5810,[],https://i.scdn.co/image/ab67616d0000b273ffe464d32c8fb463819634e5
Wilfrido Vargas,5LCDv4TvYRQD5ehflOBEh4,54,528156,"['merengue', 'música tropical', 'salsa']",https://i.scdn.co/image/ab6761610000e5ebbb8cbd25bb90d517d3ea9e73
M/A/R/R/S,13jRo2FyagCX9wrKIpOt46,35,14081,['acid house'],https://i.scdn.co/image/ab67616d0000b273bd9a1956c2960b990677092a
Sabrina,1YB5pnFfL7Y2vjRJLPxaLU,48,39962,"['italo disco', 'italo dance', 'hi-nrg']",https://i.scdn.co/image/ab6761610000e5eb667ed55ad80cf5b62032b641
Pink Turns Blue,47oP5alMot58ggzcFwldky,38,75621,"['post-punk', 'darkwave', 'deathrock', 'cold wave']",https://i.scdn.co/image/ab6761610000e5ebc2f7a6398684b57a85f75000
高橋玲子,67oQeSa0YBmKuFqBkT2sfl,40,10952,['city pop'],https://i.scdn.co/image/ab67616d0000b273e01289f416a461f0f17f86dd
Mauro,0fUFGy1Oy8f3ecf59YoB8O,37,2215,"['italo disco', 'italo dance']",https://i.scdn.co/image/ab6761610000e5eb97da07170ade82807fafcb13
Richard Marx,0grdhNhiRLFBaFVyybqsj6,66,1419887,['soft rock'],https://i.scdn.co/image/ab6772690000c46c5a23fa4fa56b6bb1483733d2
Coyote Oldman,7LQeFPitSkKhIskTd8knhP,41,18562,[],https://i.scdn.co/image/ab6761610000e5ebc882c28ad81674dd0372d1c7
Van Cliburn,1RMjtNqKOM6V36EngDqEBw,33,8378,"['classical piano', 'classical']",https://i.scdn.co/image/ed5d3f9eb2a0fe4199c7fef08b3d8a14f83f69fa
Napalm Death,3UqRgrDIQ208yNGiWKRMNt,44,395017,"['grindcore', 'death metal', 'metal']",https://i.scdn.co/image/ab6761610000e5eb96715609a206e464a5a2e6a7
Basia,4mITrNyXdPhy8phBHPgAHk,39,99199,['smooth jazz'],https://i.scdn.co/image/d012cf65fd4d32771c8efb12e951d8e62171d9de
Lyle Lovett,0zlJDQgqnr9AocrH9gs1Es,50,217542,"['alt country', 'americana', 'folk']",https://i.scdn.co/image/ab6761610000e5eba421cec9033edb59bb1a6b4f
"Paragon Ragtime Orchestra, Rick Benjamin",6JeX4oxeiG1Oy0klx5jBLV,24,766,['ragtime'],https://i.scdn.co/image/ab67616d0000b27303cb22319b1b2201dfde8c0e
Danny Wilson,2qsc1hUhG2UrNZhByveJ6x,38,23860,[],https://i.scdn.co/image/cabd8dc86a8d6405915452360e0dd6ebeae0fc74
Le Nganshie Strervos Niarcos,6gvAPgITmRFoJ1D9kU4Vq6,14,2780,['rhumba'],https://i.scdn.co/image/ab67616d0000b273d603ba9878fd6067145e71db
Roberto Carrus,34G2EhUBbkxLdhoTtGed4l,25,113,[],https://i.scdn.co/image/ab6761610000e5ebb8396eeddbb31b7a9d88c1e3
Bravo,00pgSmUVlL9A4coAnjPayQ,41,76671,['sovietwave'],https://i.scdn.co/image/ab6761610000e5ebdd71f899c2990c823a182b1c
Zakir Hussain,6DDCjHWtL6jTl1B5wG8tF6,39,616323,['ghazal'],https://i.scdn.co/image/ab6761610000e5eb0b0764268407db8b3a218301
Jil Caplan,0w8MI4otAzgRlwQ5hDeCEt,22,8711,"['french pop', 'chanson', 'variété française']",https://i.scdn.co/image/ab6761610000e5eb9351fc73ecb9b287bd251e2c
Boogie Down Productions,4toEjJSZu1rbfX2hfVdZFA,37,336116,"['east coast hip hop', 'hip hop', 'gangster rap']",https://i.scdn.co/image/06a4bfd6a93f6c2d9d2ed679c8ed9c1b507cbc1e
Gérard Blanc,7DXIujatSYhHHsoS8Hx8QI,42,33279,"['variété française', 'chanson']",https://i.scdn.co/image/ab6761610000e5ebe30af02598c16c253b404fbf
Pata Negra,06uF7BP6dTC2wH1qZeGC6X,35,64217,"['flamenco', 'flamenco pop', 'jazz blues']",https://i.scdn.co/image/ab67616d0000b27333e09a18ac4654b299181c65
Les Rats,2Tu5kBCsTV4A2vLYcuAV7N,16,6258,['punk'],https://i.scdn.co/image/ab6761610000e5ebde78e22aabf010895ad039ff
André Claveau,4n4RdfgcU5TMI6ZL9LhRVV,22,3971,"['chanson', 'french jazz']",https://i.scdn.co/image/ab67616d0000b27341b6b777888f627d77fd32fc
Catherine Sauvage,4NjkPdOPwWlQBF59ff6YoV,18,4781,"['chanson', 'french pop', 'french jazz']",https://i.scdn.co/image/ab6761610000e5ebc8a50231489df7e85f7b2a5f
Heinz Holliger,1td0Lqu4V2wiTnvmrHzDkW,37,9917,"['classical', 'chamber music']",https://i.scdn.co/image/731aa96cf1f41a3ccdf61dbe65c818de6cd78e77
Dave Wang,5XMnJOQbE6OuOvcV8fn3Wg,52,248305,"['cantopop', 'mandopop', 'c-pop', 'taiwanese pop']",https://i.scdn.co/image/ab6761610000e5eb9ffb964ffbd8af492f1d6471
Kathy Mattea,7ndzHjxbErIwvwnEUewMWe,43,144058,['traditional country'],https://i.scdn.co/image/ab6761610000e5eb6559f7b5cf621b0dd531d096
Algebra Suicide,3S6jNWi2SU1sDSzfHNDJ0S,25,8283,"['cold wave', 'post-punk', 'spoken word']",https://i.scdn.co/image/ab67616d0000b273588702680992d3e80a88b464
Toto Coelo,6J9jWZeMO2D14IJEO1gbmr,19,2807,['new wave'],https://i.scdn.co/image/ab67616d0000b273e05f1cf998694313622493cd
Debbie Gibson,18jZvCsW1PJ4FDQ5gEXuKp,52,610120,[],https://i.scdn.co/image/ab6761610000e5eb906ab5fcc0f3c03261326fbe
Robbie Robertson,5R6GD31ZP8YPGIlt73Madf,41,67190,[],https://i.scdn.co/image/b47eb050c644853bd065eb1999d32e66cfe28a28
Tom Yom's,0NTdZXZY4cvQdaG1LNQ8Ei,20,6503,['rhumba'],https://i.scdn.co/image/ab67616d0000b27301ee69366b6062b027134a9e
Public Enemy,6Mo9PoU6svvhgEum7wh2Nd,54,1123037,"['east coast hip hop', 'hip hop', 'hardcore hip hop']",https://i.scdn.co/image/ab6761610000e5ebbec3cbe75ac982c675655e88
The Proclaimers,1A92IAcd7A6npCA33oGM5i,60,353342,[],https://i.scdn.co/image/ab6772690000c46c42dd0ee8085ec78b75857c9c
Samir Shukri,5h8bUY14QySv08giSaTKj5,19,1062,['mizrahi'],https://i.scdn.co/image/ab67616d0000b273512dea89282893a13e056a7d
Testament,28hJdGN1Awf7u3ifk2lVkg,55,1156889,"['thrash metal', 'metal', 'speed metal', 'groove metal', 'heavy metal']",https://i.scdn.co/image/ab6761610000e5eb450264e732bd079570260538
Los Fabulosos Cadillacs,2FS22haX3FYbyOsUAkuYqZ,66,3259128,"['rock en español', 'latin rock', 'ska', 'argentine rock', 'latin alternative', 'mexican ska']",https://i.scdn.co/image/fa61694bc1b21f212fef31d4f6b89e1d0b9ff7fa
Michael Jones,6loZG94eB7myZSCyFCHm5X,31,9962,['new age'],https://i.scdn.co/image/ab67616d0000b2735b1da1a566f5f0cea84c3f85
The Edinburgh Military Tatoo,1pU4OY6IeM87rAY4REXYZu,9,843,"['celtic', 'traditional music']",https://i.scdn.co/image/ab67616d0000b2731f628529e5dd2a434844f207
Saida Fikri,2DCvnLlbvFhiJ4VMgNtvqY,23,70394,"['raï', 'gnawa', 'moroccan chaabi']",https://i.scdn.co/image/ab6761610000e5ebc4f808266736535ea553a420
Moustafa Amar,138TnQ2OZ2ObFHOjKASDvC,44,355536,"['egyptian pop', 'khaleeji']",https://i.scdn.co/image/ab67616d0000b273fb0adfe61e12cb63a9530ab5
King Kester Emeneya,5vj4zvjV6RwzPmV5BWJWjN,24,36876,"['rhumba', 'azonto']",https://i.scdn.co/image/ab67616d0000b27309fe0f682d26e05665557dea
Gianni Celeste,4uRVEv41O78glUJHBlSaGb,47,123990,"['neomelodico', 'canzone napoletana']",https://i.scdn.co/image/ab6761610000e5eb3a175d05bdc493f6abd2e133
William Orbit,2AHGrNDMKFi8rHqQ8kJqfl,44,61308,"['idm', 'downtempo']",https://i.scdn.co/image/ab6761610000e5ebdaee965fbcb68881c9427de0
SQUARE ENIX MUSIC,6NeoLSPGwJLfeisvM36SMi,48,124148,"['japanese vgm', 'soundtrack']",https://i.scdn.co/image/ab6761610000e5eb5434cc98ec37acfe3cae2f7c
ICE-T,0eGh2jSWPBX5GuqIHoZJZG,46,1460485,"['west coast hip hop', 'gangster rap']",https://i.scdn.co/image/45dbca25479aad6571125107f1fdc029c0fb679e
BUCK-TICK,2DiecQcRbDuSJuSPKtirrX,52,274412,"['visual kei', 'j-rock']",https://i.scdn.co/image/ab6761610000e5eb7943ce3f8174226e97b7c169
Najat Aatabou,4h1tf0vDDluO5QypKVym97,22,70020,"['moroccan chaabi', 'raï', 'gnawa', 'algerian chaabi']",https://i.scdn.co/image/ab6761610000e5eb525ab2bb8e80a0b9729c8551
Happy Mondays,339DNkQkuhHKEcHw6oK8f0,46,426224,"['madchester', 'britpop', 'alternative dance']",https://i.scdn.co/image/ab6761610000e5ebcc97b5500db463902db72582
Deacon Blue,5jqKIZLB5WA5KquEihB3ND,47,233282,[],https://i.scdn.co/image/ab6761610000e5eb6e33d824855b6fcf532bce47
The Stone Roses,1lYT0A0LV5DUfxr6doRP3d,60,1634035,"['madchester', 'britpop']",https://i.scdn.co/image/b402bab4eb25e953eef911e1fde6076e116ce0b2
U.D.O.,2aWjaq32aRQo58dw0w8NM6,42,220604,"['heavy metal', 'power metal', 'speed metal', 'metal']",https://i.scdn.co/image/ab6761610000e5eba3510c873a04524b3f63c55a
T'Pau,47qTcvYlqJGAEsCI7BcENC,43,211190,[],https://i.scdn.co/image/ab6761610000e5eb4eeebd48634ce5d9993d7f69
The Christians,5cPYngDFgZ8cOapCBCrs14,32,52854,[],https://i.scdn.co/image/18de7623a8144452e98dbc3735a4c76541fc170d
Afous,1ODQxqPo6tu1KNQdd62Jsu,11,4290,['raï'],https://i.scdn.co/image/ab67616d0000b273e47e6932c085e97aaa412314
Alain Wisniak,266vp45hcRZ10tYRgQubph,5,78,[],https://i.scdn.co/image/ab6761610000e5ebaad4ddb165b622eb9f7525ae
Ladysmith Black Mambazo,3FdLhnmXynPvZkbILPpB6d,48,128635,['afropop'],https://i.scdn.co/image/ab6761610000e5eb75cf0827b3e31d174e24470e
Parrita,64cr9UYTT8aMj85qRswiTt,44,98990,"['flamenco', 'flamenco pop']",https://i.scdn.co/image/ab6761610000e5eb4f5e451ef93a60295a62a609
Kanako Wada,1YincourPAP98F71R1rglp,27,5264,"['city pop', 'kayokyoku']",https://i.scdn.co/image/ab67616d0000b2738c4999a6de085d2bd04df1d9
Crvena Jabuka,19hMTYd0ummiKGQEDI1C6s,45,164250,[],https://i.scdn.co/image/ab6761610000e5ebb16f81d47977f4a5f550a711
Zillertaler Schürzenjäger,1Co7VCKyS0KXwn3SiKXykR,41,58797,"['polka', 'schlager', 'schlagerparty']",https://i.scdn.co/image/15d145f42d3526ab9570143506006c113e0f2c8e
Nitzer Ebb,7EnAgffrVyerTWH628TJ6f,32,90677,"['ebm', 'industrial', 'new beat', 'industrial rock', 'darkwave', 'industrial metal', 'synthpop']",https://i.scdn.co/image/ab6761610000e5eb69b9736846c14a1c3a074933
Hugues Le Bars,4AhAJ6ME36rzWGe9zKJO5G,21,3231,[],https://i.scdn.co/image/ab67616d0000b273ee6e4b6ea1adcf9ea5d69f3a
Clara Rockmore,68fVdoSpVmeUUnSirEif4Q,26,14835,[],https://i.scdn.co/image/ab67616d0000b273db2b1caf8d3545b6e5ff9ed9
Nobuo Uematsu,3V79CTgRnsDdJSTqKitROv,59,337023,"['soundtrack', 'japanese vgm', 'japanese classical']",https://i.scdn.co/image/e5ac7ec5636e8c29e376eba45256c756b2879bf7
Trovante,31s2vddcE18o4P11SD8Ftk,26,22492,['fado'],https://i.scdn.co/image/ab67616d0000b273a9a5d561b17e482397a2380b
Death Angel,6KVc8Llznru8n9LVCYe9dz,40,384038,"['thrash metal', 'speed metal', 'metal', 'groove metal', 'heavy metal']",https://i.scdn.co/image/ab6761610000e5eb3924c34374bbc9baf7211d4c
Sodom,6SYbLA9utoNsllunR1TnkM,46,503900,"['thrash metal', 'speed metal', 'metal', 'groove metal', 'black metal', 'heavy metal']",https://i.scdn.co/image/ab6761610000e5ebd0762ad94c14d852c570b699
Özdemir Erdoğan,691svprNZf0oJTi1L0eYy6,52,239221,"['anatolian rock', 'arabesque', 'turkish pop']",https://i.scdn.co/image/ab6761610000e5eb68a1131ada2ca70f914cf85d
Chiang Yu-Heng,0Nb4cyosZVQQ5x3QxZkVJL,44,52463,['mandopop'],https://i.scdn.co/image/ab67616d0000b27374de3216a588732050814918
Pinchers,0qPme7vL5lolpwxquzeSF7,31,39661,"['lovers rock', 'dancehall', 'ragga', 'reggae', 'riddim']",https://i.scdn.co/image/ab6761610000e5ebf73899f48ba0e25083188a53
Faster Pussycat,1FwGBBwUviGVIeDIByO7u7,41,277339,"['glam metal', 'glam rock']",https://i.scdn.co/image/199a6a7c2687a03c8638dcf6ae104a067e4ec252
Duo Dinamico,1TiGxAkU8w0xBCVFOP6Ttl,45,253261,[],https://i.scdn.co/image/6c99648140f663766aff28daeb012d6eec6a156c
Cheb Zahouani,2V9MU5gvDR0ktsZ4FGoOQa,20,42900,"['raï', 'moroccan chaabi']",https://i.scdn.co/image/ab67616d0000b2732c9bd2136ca155e0c2f0c022
Lou Gramm,7CnmC3gRgLev4I609BrSxj,39,129437,"['album rock', 'arena rock']",https://i.scdn.co/image/84a4fca59b1bc076ccdff311a0367f320e285358
Bruce Willis,6UpHyjBIGRSHpna0GQ68bH,33,22767,[],https://i.scdn.co/image/d15c5f6f5cf580d627aadc3c1095e5c16f258f42
Frère Mente,2I7JsAJoNTFZ77lmPNi6hU,19,4832,"['african gospel', 'gospel']",https://i.scdn.co/image/ab67616d0000b273b921f43b4268c7c8212bb4cc
Ricky Van Shelton,4uaaRGr9KMfYPDaUnBIngc,42,400848,"['traditional country', 'christian country', 'country']",https://i.scdn.co/image/d5b4d1d824e375432f5d128dca90200d82167141
Laibach,7l4LQfvN4yz8zbK4WY0AAg,35,95497,"['industrial', 'ebm', 'neofolk', 'industrial metal', 'industrial rock', 'darkwave']",https://i.scdn.co/image/ab6761610000e5ebc31be1694d7c63cda141d1c5
Mel & Kim,5XnIjshjqYVE2eDVgSt9Ro,37,914,['christmas'],https://i.scdn.co/image/ab67616d0000b2737fa7d2bd1cacde382f81e7f4
The Bats,2YvNi4oPdBgD45gc1UycxW,30,23058,['jangle pop'],https://i.scdn.co/image/ab6761610000e5eb3e59276dfd827d02ee512f29
El Tri,3HgZDevp7GspkLUAa5cKne,61,1882251,"['rock urbano', 'mexican rock', 'rock en español', 'latin rock']",https://i.scdn.co/image/ab6761610000e5eb8428cc160d448fae0256532f
Exposé,5nPz5R1FDPTMI3Dw4JnTGb,44,300732,['freestyle'],https://i.scdn.co/image/dd971867bf3590ea127dcbd195bfb854eae7bfcf
Kenny Bee,1SnFcgaLa1l0bV8ZOEL3Cg,40,44311,['cantopop'],https://i.scdn.co/image/ab67616d0000b273d8f98e41026915ff31be0f9b
Ali El Haggar,6pnyGPcDohIUFHU2AJfDT6,31,218099,"['khaleeji', 'egyptian pop']",https://i.scdn.co/image/ab67616d0000b27365bcb55dc837d1c9f4a31b73
Joyce Sims,4AL3YviSMI70ARkSOHlxbQ,33,30846,['freestyle'],https://i.scdn.co/image/ab6761610000e5eb8210016e7fefb7910536edd1
Antoine,5IOV9b39dIJ54y49U2vsj0,4,194,"['chanson', 'french pop']",https://i.scdn.co/image/ab67616d0000b27334cf6e378cddcf99fb46cdcd
Yoo Jae Ha,2APpFKqfXdzCHXnBVXerqQ,32,3223,['k-ballad'],https://i.scdn.co/image/ab67616d0000b2739f3f43e28de6f07f4efef76a
Farid Farjad,4OpgGR0sYIwrfYZgklLWnk,43,105114,[],https://i.scdn.co/image/ab6761610000e5eb0cc723f12569e9eecb7b1840
Johann Nepomuk Hummel,0WiK9IsQEQEuIQ1iDxvuPg,35,19594,"['chamber music', 'classical']",https://i.scdn.co/image/ab6761610000e5eb2d93f81de3ed3b2bbec8202e
Georges Décimus,1R8YkKxh3VsBMIw7GHGWGD,24,2227,"['zouk', 'kizomba']",https://i.scdn.co/image/ab67616d0000b273f2e8e82631e9ae89e3aa5f6e
Rigo Star,36rhO1s3DUQm78LIb3Zlwx,11,875,['rhumba'],https://i.scdn.co/image/ab6761610000e5eb48889eccaf0b801535461bae
Teresa Rabal,5O9SEPgz10bQCeiIctR08i,27,6113,"['lullaby', ""children's music""]",https://i.scdn.co/image/ab6761610000e5eb0c448b776b91fa5133175455
Flans,4zbqGb99bANxJBsvwRr2zT,58,895689,['latin pop'],https://i.scdn.co/image/ab6761610000e5eb3843a6259038f25fe8ffab1f
Richard Carpenter,7slnlqXyKCLVEirP005Q2n,43,41683,[],https://i.scdn.co/image/8ebd4d3c16ae0c05d1518020bdcbf3eba6728991
The Desert Rose Band,19FK6WGl1TLyFNsXXqTz8u,29,24927,['country rock'],https://i.scdn.co/image/65e1953a1aab41e9d1c4cc20ec2807c17cbdcc6c
Günter Noris,5e3sz3pP0KmnIRT5L7ov0q,25,3640,"['tango', 'cha cha cha', 'big band', 'orchestra']",https://i.scdn.co/image/ab67616d0000b27363bfa9699c193ab8089bca43
Htoo Eain Thin,6Ghu9TgIdhA8NSsrClyeF4,41,95544,[],https://i.scdn.co/image/ab6761610000e5ebee8902dbda96a0dd48663e0c
The Flux,09MQO09GJI7MFc2vB9oKwn,21,3253,[],https://i.scdn.co/image/ab6761610000e5eb323959a01c9b63be79a0681e
Lion,2AzIaYaTZGfOYaimW2ng5B,30,2587,['glam metal'],https://i.scdn.co/image/ab67616d0000b2730763227ff3fb74064ae4f9dc
Haine Brigade,0FW3Ir4YHZAYseQ3mLF4cU,3,784,['punk'],https://i.scdn.co/image/ab67616d0000b2733875b0024f68b09ffa525fd7
"10,000 Maniacs",0MBIKH9DjtBkv8O3nS6szj,48,396660,['jangle pop'],https://i.scdn.co/image/ab6761610000e5eb43825079ea196f5412435254
Håkan Hardenberger,4XHFkMzjD64NA1jaVKDJvI,34,7104,[],https://i.scdn.co/image/ab6772690000c46cfb31dbaadb5e67740cf50d00
Embrace,5Lzz2tZ2hKO8PDslKBQgZL,27,27254,"['emocore', 'post-hardcore', 'emo', 'screamo', 'hardcore punk']",https://i.scdn.co/image/ab67616d0000b273a6923cb38731b8703d7b6577
Curtis Hairston,2lnlPzK1BZuPnaBXxMwGuS,17,8815,['post-disco'],https://i.scdn.co/image/ab67616d0000b273c510af2fe4b7ae4be0bfb6b6
Breakfast Club,4nsuck0htFQjVl6OCKVzRb,33,13226,['new wave'],https://i.scdn.co/image/0630953f1d05a474e470e23ebaabf093ba42dfac
Jean Ségurel,5ffWgQJRKlmiSNMhJCiviy,8,1200,['space music'],https://i.scdn.co/image/ab67616d0000b273bd21768bdde709620c1b624a
Michael Brecker,5IkynsVZoak9UR2Xt8qsMj,34,68301,"['jazz', 'jazz fusion']",https://i.scdn.co/image/b1ff4ebd0d61d7f50d564b8e8cf24aa73def903d
Pasodobles,6bzb1zlbPuY9L29FTLwmCa,21,8797,['flamenco'],https://i.scdn.co/image/6a7faceeb35dcce9aab4eae908c576e91d3a3d3b
José Malhoa,4ZHvs0BKDrydsroLfNUNvf,37,32277,['kuduro'],https://i.scdn.co/image/ab6761610000e5eb9b66a0a3f0d86d133007e716
Triad,1sP9SGvSYobNevNT2XQy4j,40,323,['christmas'],https://i.scdn.co/image/ab67616d0000b2737e60c24ad1a05a173534f0e5
Edita Piekha,6IwuNjffvvRt2L8cPTsZIT,27,7090,['sovietwave'],https://i.scdn.co/image/ab6761610000e5eb04d93fa90da036f079f24d09
Italian Boys,6wht0K3kwqK0Qus7MkVW9p,19,7432,"['italo disco', 'italo dance', 'hi-nrg']",https://i.scdn.co/image/ab67616d0000b27324b92b1a2d7bd289788298f8
Nenhum De Nós,3bKO3mmizIpDdwNVdp96B9,54,1010013,"['brazilian rock', 'brazilian pop', 'mpb', 'pop rock']",https://i.scdn.co/image/ab6761610000e5eb4c840da2f0e01b38ce60eb93
Jellybean,6JjTnHt1P7gQXlcFDoI4IC,26,11329,[],https://i.scdn.co/image/96ab8909c0fee9b27c3735f3b61894257a455f88
Kool Moe Dee,2RE8NwNxsOyuNZDD0jRxHP,49,263472,"['new jack swing', 'east coast hip hop']",https://i.scdn.co/image/ab6761610000e5eb901e8acc96d05a8952ce17c7
Boogie Box High,5lMtzRRfeeoV6TctGGsyAF,18,553,[],https://i.scdn.co/image/ab67616d0000b273966a259c56c644fee60282fa
Sandy Lam,3K2hOAx9MPhduvDf2qguro,49,446944,"['cantopop', 'mandopop', 'c-pop', 'taiwanese pop']",https://i.scdn.co/image/ab6761610000e5ebe1336493aefa9746e02d5bad
Overkill,0NmYchKQ8JIR9QHYJA0FRe,43,589448,"['thrash metal', 'speed metal', 'groove metal', 'metal', 'heavy metal']",https://i.scdn.co/image/ab6761610000e5eb03cb77f96e45ca6fdb18debe
The Chills,6soJo0dtX31T30OxtS4A39,32,29779,['jangle pop'],https://i.scdn.co/image/ab6761610000e5eba2df1355db5c26be77253d1a
Viktor Lazlo,6el0K8vg1yRSOl3Dj6ucHK,33,8904,['chanson'],https://i.scdn.co/image/ab6761610000e5ebbfdba3ae96004fda653d94ce
Sacred Reich,0UeVJTdCWGEFSSO9Tg9tiH,33,145734,"['thrash metal', 'speed metal', 'groove metal', 'metal']",https://i.scdn.co/image/edf844d64f85b5f50f132542db9f8d614afe0fbb
Paul Kelly & The Coloured Girls,6ebn4gnCNra9IZKYV6Tz6V,23,8225,[],https://i.scdn.co/image/ab67616d0000b273aada0dde87a5e21c260fe632
John Norum,6bLPZMOlLH9wiaQ0kO5nZh,30,41884,"['album rock', 'arena rock', 'glam metal', 'hard rock']",https://i.scdn.co/image/ab6761610000e5ebb79eeac2ec8bca5c40d4652e
David Calzado y su Charanga Habanera,1AqDIElf5SS51c2fpG6WQw,50,157306,"['timba', 'salsa']",https://i.scdn.co/image/ab67616d0000b27347355d1f2adccf827a5bd9d5
The Dukes Of Stratosphear,1ilhXoWIlGxz3fM4B24mNo,22,22968,"['power pop', 'psychedelic pop', 'jangle pop', 'psychedelic rock']",https://i.scdn.co/image/ab67616d0000b273596ac7d1db535375c2163a9a
berouw,0oTdFU2Yvy7hp7ncTwvy7F,34,6599,[],https://i.scdn.co/image/ab67616d0000b273be476d7b59d49fcc1be70517
Youlou Mabiala,1PxihtSz9fV6japGOZQqQC,11,6398,"['rhumba', 'azonto']",https://i.scdn.co/image/ab6761610000e5eb73d01b50d23a32ab579829cf
Phuture,4y7BsfdIKQ7Of5SskHej70,22,17355,"['acid house', 'chicago house', 'acid techno']",https://i.scdn.co/image/ab6761610000e5eb1890f125e9f496c553ee469a
