année,semaine,rang,artiste,titre,id_spotify
2015,1,1,David Guetta,Dangerous,no id
2015,1,2,Ariana Grande,Love me harder,no id
2015,1,3,Josef Salvat,Diamonds,no id
2015,1,4,Mark Ronson,Uptown funk,no id
2015,1,5,Kendji Girac,Andalouse,no id
2015,1,6,Black M.,Je garde le sourire,no id
2015,1,7,Christine and the Queens,Saint Claude,no id
2015,1,8,Robin Schulz,Sun goes down,no id
2015,1,9,Calvin Harris,Outside,no id
2015,1,10,Soprano,Cosmo,no id
2015,1,11,Emma Louise,My head is a jungle,no id
2015,1,12,Julien Doré feat. Micky Green,Chou wasabi,no id
2015,1,13,Alesso feat. Tove Lo,Heroes (We could be),no id
2015,1,14,Calvin Harris,Open wide,no id
2015,1,15,Fréro Delavega,Sweet darling,no id
2015,1,16,Black M.,On s'fait du mal,no id
2015,1,17,The Script,Superheroes,no id
2015,1,18,Timmy Trumpet & Savage,Freaks (Vocal),no id
2015,1,19,Maroon 5,Animals,no id
2015,1,20,George Ezra,Budapest,no id
2015,1,21,Sia,Big girls cry,no id
2015,1,22,Charli XCX,Break the rules,no id
2015,1,23,Coldplay,A sky full of stars,no id
2015,1,24,Meghan Trainor,All about that bass,no id
2015,1,25,Jeremih,Don't tell 'em,no id
2015,1,26,Lilly Wood & the Prick and Robin Schulz,Prayer in C (Robin Schulz remix),no id
2015,1,27,Soprano feat. Uncle Phil,Fresh Prince,no id
2015,1,28,Calogero,Le portrait,no id
2015,1,29,Shaniz feat. Maitre Gims,A contre sens,no id
2015,1,30,Sam Smith,Stay with me,no id
2015,1,31,Iggy Azalea,Black widow,no id
2015,1,32,Blacko,Le temps est compté,no id
2015,1,33,Alain Souchon et Laurent Voulzy,Derrière les mots,no id
2015,1,34,Sam Smith,I'm not the only one,no id
2015,1,35,Martin Tungevaag,Wicked wonderland,no id
2015,1,36,Hozier,Take me to church,no id
2015,1,37,Calogero,Un jour au mauvais endroit,no id
2015,1,38,Sidaction,Kiss & love,no id
2015,1,39,Mac Tyer feat. Maître Gims,Laisse-moi te dire,no id
2015,1,40,Galantis,Runaway (U & I),no id
2015,1,41,Calvin Harris,Blame,no id
2015,1,42,Black M. feat. The Shin Sekaï & Doomams,Je ne dirai rien,no id
2015,1,43,Corson,Loud,no id
2015,1,44,Chawki feat. Dr. Alban,It's my life (C'est ma vie),no id
2015,1,45,Tenny,Action ou vérité,no id
2015,1,46,JUL,Je trouve pas le sommeil,no id
2015,1,47,ZHU,Faded,no id
2015,1,48,Vianney,Pas là,no id
2015,1,49,Kyo,Le graal,no id
2015,1,50,Selah Sue,Alone,no id
2015,1,51,Usher,She came to give it to you,no id
2015,1,52,Taylor Swift,Shake it off,no id
2015,1,53,M. Pokora,Le monde,no id
2015,1,54,The Avener,Fade out lines,no id
2015,1,55,Brigitte,A bouche que veux-tu,no id
2015,1,56,Nico & Vinz,In your arms (Dans tes bras),no id
2015,1,57,Charli XCX,Boom clap,no id
2015,1,58,Imagine Dragons,Demons,no id
2015,1,59,Kendji Girac,Elle m'a aimé,no id
2015,1,60,Patrick Fiori,Choisir,no id
2015,2,1,David Guetta,Dangerous,no id
2015,2,2,Ariana Grande,Love me harder,no id
2015,2,3,Mark Ronson,Uptown funk,no id
2015,2,4,Josef Salvat,Diamonds,no id
2015,2,5,Kendji Girac,Andalouse,no id
2015,2,6,Black M.,Je garde le sourire,no id
2015,2,7,Christine and the Queens,Saint Claude,no id
2015,2,8,Robin Schulz,Sun goes down,no id
2015,2,9,Calvin Harris,Outside,no id
2015,2,10,Emma Louise,My head is a jungle,no id
2015,2,11,Soprano,Cosmo,no id
2015,2,12,Charli XCX,Break the rules,no id
2015,2,13,The Script,Superheroes,no id
2015,2,14,Julien Doré feat. Micky Green,Chou wasabi,no id
2015,2,15,Alesso feat. Tove Lo,Heroes (We could be),no id
2015,2,16,Black M.,On s'fait du mal,no id
2015,2,17,Timmy Trumpet & Savage,Freaks (Vocal),no id
2015,2,18,Sia,Big girls cry,no id
2015,2,19,Calvin Harris,Open wide,no id
2015,2,20,George Ezra,Budapest,no id
2015,2,21,Calogero,Le portrait,no id
2015,2,22,Maroon 5,Animals,no id
2015,2,23,Coldplay,A sky full of stars,no id
2015,2,24,Hozier,Take me to church,no id
2015,2,25,Jeremih,Don't tell 'em,no id
2015,2,26,Lilly Wood & the Prick and Robin Schulz,Prayer in C (Robin Schulz remix),no id
2015,2,27,Fréro Delavega,Sweet darling,no id
2015,2,28,Blacko,Le temps est compté,no id
2015,2,29,Soprano feat. Uncle Phil,Fresh Prince,no id
2015,2,30,Shaniz feat. Maitre Gims,A contre sens,no id
2015,2,31,Sam Smith,I'm not the only one,no id
2015,2,32,Sam Smith,Stay with me,no id
2015,2,33,Galantis,Runaway (U & I),no id
2015,2,34,Alain Souchon et Laurent Voulzy,Derrière les mots,no id
2015,2,35,Martin Tungevaag,Wicked wonderland,no id
2015,2,36,Meghan Trainor,All about that bass,no id
2015,2,37,Iggy Azalea,Black widow,no id
2015,2,38,ZHU,Faded,no id
2015,2,39,Mac Tyer feat. Maître Gims,Laisse-moi te dire,no id
2015,2,40,Madonna,Living for love,no id
2015,2,41,Tenny,Action ou vérité,no id
2015,2,42,Calvin Harris,Blame,no id
2015,2,43,Taylor Swift,Shake it off,no id
2015,2,44,Corson,Loud,no id
2015,2,45,Calogero,Un jour au mauvais endroit,no id
2015,2,46,Sidaction,Kiss & love,no id
2015,2,47,JUL,Je trouve pas le sommeil,no id
2015,2,48,Black M. feat. The Shin Sekaï & Doomams,Je ne dirai rien,no id
2015,2,49,The Avener,Fade out lines,no id
2015,2,50,Kendji Girac,Elle m'a aimé,no id
2015,2,51,Vianney,Pas là,no id
2015,2,52,Usher,She came to give it to you,no id
2015,2,53,Katy Perry,Legendary lovers,no id
2015,2,54,AronChupa,I'm an albatraoz,no id
2015,2,55,Christine and the Queens,Christine,no id
2015,2,56,Will Sparks,Ah yeah so what,no id
2015,2,57,Fréro Delavega,Mon petit pays,no id
2015,2,58,Selah Sue,Alone,no id
2015,2,59,Imagine Dragons,Demons,no id
2015,2,60,Rune RK,Calabria,no id
2015,3,1,Mark Ronson,Uptown funk,no id
2015,3,2,David Guetta,Dangerous,no id
2015,3,3,Black M.,Je garde le sourire,no id
2015,3,4,Black M.,On s'fait du mal,no id
2015,3,5,Christine and the Queens,Saint Claude,no id
2015,3,6,Calvin Harris,Outside,no id
2015,3,7,Ariana Grande,Love me harder,no id
2015,3,8,Robin Schulz,Sun goes down,no id
2015,3,9,Charli XCX,Break the rules,no id
2015,3,10,Josef Salvat,Diamonds,no id
2015,3,11,Emma Louise,My head is a jungle,no id
2015,3,12,Timmy Trumpet & Savage,Freaks (Vocal),no id
2015,3,13,Alesso feat. Tove Lo,Heroes (We could be),no id
2015,3,14,Calvin Harris,Open wide,no id
2015,3,15,Sia,Big girls cry,no id
2015,3,16,Julien Doré feat. Micky Green,Chou wasabi,no id
2015,3,17,Soprano,Cosmo,no id
2015,3,18,Hozier,Take me to church,no id
2015,3,19,Galantis,Runaway (U & I),no id
2015,3,20,Kendji Girac,Andalouse,no id
2015,3,21,The Script,Superheroes,no id
2015,3,22,Calogero,Le portrait,no id
2015,3,23,George Ezra,Budapest,no id
2015,3,24,Shaniz feat. Maitre Gims,A contre sens,no id
2015,3,25,Coldplay,A sky full of stars,no id
2015,3,26,Sam Smith,I'm not the only one,no id
2015,3,27,Soprano feat. Uncle Phil,Fresh Prince,no id
2015,3,28,Blacko,Le temps est compté,no id
2015,3,29,Lilly Wood & the Prick and Robin Schulz,Prayer in C (Robin Schulz remix),no id
2015,3,30,Maroon 5,Animals,no id
2015,3,31,Alain Souchon et Laurent Voulzy,Derrière les mots,no id
2015,3,32,Mac Tyer feat. Maître Gims,Laisse-moi te dire,no id
2015,3,33,Fréro Delavega,Sweet darling,no id
2015,3,34,Iggy Azalea,Black widow,no id
2015,3,35,Jeremih,Don't tell 'em,no id
2015,3,36,David Guetta,What I did for love,no id
2015,3,37,Martin Tungevaag,Wicked wonderland,no id
2015,3,38,Sam Smith,Stay with me,no id
2015,3,39,Tenny,Action ou vérité,no id
2015,3,40,ZHU,Faded,no id
2015,3,41,Kendji Girac,Elle m'a aimé,no id
2015,3,42,Ed Sheeran,Thinking out loud,no id
2015,3,43,Taylor Swift,Shake it off,no id
2015,3,44,Corson,Loud,no id
2015,3,45,M. Pokora,Le monde,no id
2015,3,46,AronChupa,I'm an albatraoz,no id
2015,3,47,Echosmith,Cool kids,no id
2015,3,48,The Avener,Fade out lines,no id
2015,3,49,Meghan Trainor,All about that bass,no id
2015,3,50,Soprano,Clown,no id
2015,3,51,JUL,Je trouve pas le sommeil,no id
2015,3,52,Louane,Avenir,no id
2015,3,53,Chawki feat. Dr. Alban,It's my life (C'est ma vie),no id
2015,3,54,Ed Sheeran,Don't,no id
2015,3,55,Katy Perry,Legendary lovers,no id
2015,3,56,Alonzo feat. Maître Gims,Dans son sac,no id
2015,3,57,Christine and the Queens,Christine,no id
2015,3,58,Fréro Delavega,Mon petit pays,no id
2015,3,59,Calvin Harris,Blame,no id
2015,3,60,Lino feat. Manon,De rêves et de cendres,no id
2015,4,1,Mark Ronson,Uptown funk,no id
2015,4,2,David Guetta,Dangerous,no id
2015,4,3,Black M.,Je garde le sourire,no id
2015,4,4,Black M.,On s'fait du mal,no id
2015,4,5,Robin Schulz,Sun goes down,no id
2015,4,6,Christine and the Queens,Saint Claude,no id
2015,4,7,Hozier,Take me to church,no id
2015,4,8,Ariana Grande,Love me harder,no id
2015,4,9,Josef Salvat,Diamonds,no id
2015,4,10,Emma Louise,My head is a jungle,no id
2015,4,11,Charli XCX,Break the rules,no id
2015,4,12,Galantis,Runaway (U & I),no id
2015,4,13,Calvin Harris,Outside,no id
2015,4,14,Timmy Trumpet & Savage,Freaks (Vocal),no id
2015,4,15,Julien Doré feat. Micky Green,Chou wasabi,no id
2015,4,16,Sam Smith,I'm not the only one,no id
2015,4,17,Sia,Big girls cry,no id
2015,4,18,Calvin Harris,Open wide,no id
2015,4,19,Calogero,Le portrait,no id
2015,4,20,Alesso feat. Tove Lo,Heroes (We could be),no id
2015,4,21,Ed Sheeran,Thinking out loud,no id
2015,4,22,Soprano,Cosmo,no id
2015,4,23,Kendji Girac,Andalouse,no id
2015,4,24,George Ezra,Budapest,no id
2015,4,25,Louane,Avenir,no id
2015,4,26,Kendji Girac,Elle m'a aimé,no id
2015,4,27,David Guetta,What I did for love,no id
2015,4,28,Soprano feat. Uncle Phil,Fresh Prince,no id
2015,4,29,Fréro Delavega,Sweet darling,no id
2015,4,30,Alain Souchon et Laurent Voulzy,Derrière les mots,no id
2015,4,31,Shaniz feat. Maitre Gims,A contre sens,no id
2015,4,32,AronChupa,I'm an albatraoz,no id
2015,4,33,Fréro Delavega,Mon petit pays,no id
2015,4,34,Soprano,Clown,no id
2015,4,35,Mac Tyer feat. Maître Gims,Laisse-moi te dire,no id
2015,4,36,Blacko,Le temps est compté,no id
2015,4,37,Lilly Wood & the Prick and Robin Schulz,Prayer in C (Robin Schulz remix),no id
2015,4,38,Maroon 5,Animals,no id
2015,4,39,Jeremih,Don't tell 'em,no id
2015,4,40,Iggy Azalea,Black widow,no id
2015,4,41,Coldplay,A sky full of stars,no id
2015,4,42,The Script,Superheroes,no id
2015,4,43,Martin Tungevaag,Wicked wonderland,no id
2015,4,44,Will Sparks,Ah yeah so what,no id
2015,4,45,ZHU,Faded,no id
2015,4,46,Sam Smith,Stay with me,no id
2015,4,47,M. Pokora,Le monde,no id
2015,4,48,The Avener,Fade out lines,no id
2015,4,49,Corson,Loud,no id
2015,4,50,Echosmith,Cool kids,no id
2015,4,51,Imagine Dragons,Demons,no id
2015,4,52,Ed Sheeran,Don't,no id
2015,4,53,Taylor Swift,Shake it off,no id
2015,4,54,Brigitte,A bouche que veux-tu,no id
2015,4,55,Chris Brown,Ayo,no id
2015,4,56,Lost Frequencies,Are you with me,no id
2015,4,57,Tenny,Action ou vérité,no id
2015,4,58,Lino feat. Manon,De rêves et de cendres,no id
2015,4,59,Katy Perry,Legendary lovers,no id
2015,4,60,Meghan Trainor,All about that bass,no id
2015,5,1,Mark Ronson,Uptown funk,no id
2015,5,2,David Guetta,Dangerous,no id
2015,5,3,Christine and the Queens,Saint Claude,no id
2015,5,4,Robin Schulz,Sun goes down,no id
2015,5,5,Hozier,Take me to church,no id
2015,5,6,Charli XCX,Break the rules,no id
2015,5,7,Ariana Grande,Love me harder,no id
2015,5,8,Emma Louise,My head is a jungle,no id
2015,5,9,Calvin Harris,Open wide,no id
2015,5,10,Josef Salvat,Diamonds,no id
2015,5,11,Galantis,Runaway (U & I),no id
2015,5,12,Black M.,On s'fait du mal,no id
2015,5,13,Julien Doré feat. Micky Green,Chou wasabi,no id
2015,5,14,Fréro Delavega,Mon petit pays,no id
2015,5,15,Mac Tyer feat. Maître Gims,Laisse-moi te dire,no id
2015,5,16,Calogero,Le portrait,no id
2015,5,17,Black M.,Je garde le sourire,no id
2015,5,18,Ed Sheeran,Thinking out loud,no id
2015,5,19,Calvin Harris,Outside,no id
2015,5,20,Louane,Avenir,no id
2015,5,21,Sia,Big girls cry,no id
2015,5,22,Sam Smith,I'm not the only one,no id
2015,5,23,Shaniz feat. Maitre Gims,A contre sens,no id
2015,5,24,Soprano,Clown,no id
2015,5,25,Kendji Girac,Andalouse,no id
2015,5,26,George Ezra,Budapest,no id
2015,5,27,AronChupa,I'm an albatraoz,no id
2015,5,28,Alesso feat. Tove Lo,Heroes (We could be),no id
2015,5,29,David Guetta,What I did for love,no id
2015,5,30,Soprano,Cosmo,no id
2015,5,31,Maroon 5,Animals,no id
2015,5,32,Fréro Delavega,Sweet darling,no id
2015,5,33,Timmy Trumpet & Savage,Freaks (Vocal),no id
2015,5,34,Soprano feat. Uncle Phil,Fresh Prince,no id
2015,5,35,Lilly Wood & the Prick and Robin Schulz,Prayer in C (Robin Schulz remix),no id
2015,5,36,Blacko,Le temps est compté,no id
2015,5,37,The Script,Superheroes,no id
2015,5,38,Rihanna,FourFiveSeconds,no id
2015,5,39,Will Sparks,Ah yeah so what,no id
2015,5,40,M. Pokora,Le monde,no id
2015,5,41,Kendji Girac,Elle m'a aimé,no id
2015,5,42,Chris Brown,Ayo,no id
2015,5,43,Lost Frequencies,Are you with me,no id
2015,5,44,Corson,Loud,no id
2015,5,45,Alain Souchon et Laurent Voulzy,Derrière les mots,no id
2015,5,46,Taylor Swift,Shake it off,no id
2015,5,47,Jeremih,Don't tell 'em,no id
2015,5,48,Coldplay,A sky full of stars,no id
2015,5,49,Kyo,Le graal,no id
2015,5,50,Sam Smith,Stay with me,no id
2015,5,51,Tenny,Action ou vérité,no id
2015,5,52,The Avener,Fade out lines,no id
2015,5,53,Alonzo feat. Maître Gims,Dans son sac,no id
2015,5,54,Christophe Willem,L'été en hiver,no id
2015,5,55,ZHU,Faded,no id
2015,5,56,Gradur,Jamais,no id
2015,5,57,Christine and the Queens,Christine,no id
2015,5,58,Patrick Fiori,Choisir,no id
2015,5,59,Martin Tungevaag,Wicked wonderland,no id
2015,5,60,IloveMakonnen,Tuesday,no id
2015,6,1,Mark Ronson,Uptown funk,no id
2015,6,2,Hozier,Take me to church,no id
2015,6,3,Christine and the Queens,Saint Claude,no id
2015,6,4,David Guetta,Dangerous,no id
2015,6,5,Charli XCX,Break the rules,no id
2015,6,6,AronChupa,I'm an albatraoz,no id
2015,6,7,Sam Smith,I'm not the only one,no id
2015,6,8,Ed Sheeran,Thinking out loud,no id
2015,6,9,Galantis,Runaway (U & I),no id
2015,6,10,Blacko,Le temps est compté,no id
2015,6,11,Robin Schulz,Sun goes down,no id
2015,6,12,Julien Doré feat. Micky Green,Chou wasabi,no id
2015,6,13,Will Sparks,Ah yeah so what,no id
2015,6,14,Josef Salvat,Diamonds,no id
2015,6,15,Ariana Grande,Love me harder,no id
2015,6,16,Soprano,Clown,no id
2015,6,17,Calogero,Le portrait,no id
2015,6,18,Fréro Delavega,Mon petit pays,no id
2015,6,19,Emma Louise,My head is a jungle,no id
2015,6,20,Louane,Avenir,no id
2015,6,21,Mac Tyer feat. Maître Gims,Laisse-moi te dire,no id
2015,6,22,Kendji Girac,Andalouse,no id
2015,6,23,Calvin Harris,Outside,no id
2015,6,24,Sia,Big girls cry,no id
2015,6,25,Black M.,On s'fait du mal,no id
2015,6,26,Calvin Harris,Open wide,no id
2015,6,27,David Guetta,What I did for love,no id
2015,6,28,Black M.,Je garde le sourire,no id
2015,6,29,George Ezra,Budapest,no id
2015,6,30,Shaniz feat. Maitre Gims,A contre sens,no id
2015,6,31,Rihanna,FourFiveSeconds,no id
2015,6,32,Chris Brown,Ayo,no id
2015,6,33,Alesso feat. Tove Lo,Heroes (We could be),no id
2015,6,34,The Avener,Fade out lines,no id
2015,6,35,Timmy Trumpet & Savage,Freaks (Vocal),no id
2015,6,36,Christine and the Queens,Christine,no id
2015,6,37,Taylor Swift,Shake it off,no id
2015,6,38,Maroon 5,Animals,no id
2015,6,39,Lost Frequencies,Are you with me,no id
2015,6,40,Soprano feat. Uncle Phil,Fresh Prince,no id
2015,6,41,O.T. Genasis,Coco,no id
2015,6,42,Taylor Swift,Blank space,no id
2015,6,43,Kendji Girac,Elle m'a aimé,no id
2015,6,44,Soprano,Cosmo,no id
2015,6,45,Corson,Loud,no id
2015,6,46,Weeknd,Earned it,no id
2015,6,47,Lilly Wood & the Prick and Robin Schulz,Prayer in C (Robin Schulz remix),no id
2015,6,48,M. Pokora,Le monde,no id
2015,6,49,Echosmith,Cool kids,no id
2015,6,50,Sam Smith,Stay with me,no id
2015,6,51,Alain Souchon et Laurent Voulzy,Derrière les mots,no id
2015,6,52,The Script,Superheroes,no id
2015,6,53,Fréro Delavega,Sweet darling,no id
2015,6,54,Gradur,Jamais,no id
2015,6,55,Coldplay,A sky full of stars,no id
2015,6,56,Kyo,Le graal,no id
2015,6,57,Hardwell,Young again,no id
2015,6,58,JUL,La fusée,no id
2015,6,59,IloveMakonnen,Tuesday,no id
2015,6,60,Alonzo feat. Maître Gims,Dans son sac,no id
2015,7,1,Mark Ronson,Uptown funk,no id
2015,7,2,Hozier,Take me to church,no id
2015,7,3,Sam Smith,I'm not the only one,no id
2015,7,4,Soprano,Clown,no id
2015,7,5,Louane,Avenir,no id
2015,7,6,Christine and the Queens,Saint Claude,no id
2015,7,7,Galantis,Runaway (U & I),no id
2015,7,8,Ed Sheeran,Thinking out loud,no id
2015,7,9,AronChupa,I'm an albatraoz,no id
2015,7,10,Robin Schulz,Sun goes down,no id
2015,7,11,David Guetta,Dangerous,no id
2015,7,12,Fréro Delavega,Mon petit pays,no id
2015,7,13,Blacko,Le temps est compté,no id
2015,7,14,Charli XCX,Break the rules,no id
2015,7,15,Will Sparks,Ah yeah so what,no id
2015,7,16,Julien Doré feat. Micky Green,Chou wasabi,no id
2015,7,17,David Guetta,What I did for love,no id
2015,7,18,Josef Salvat,Diamonds,no id
2015,7,19,Calogero,Le portrait,no id
2015,7,20,Sia,Big girls cry,no id
2015,7,21,Emma Louise,My head is a jungle,no id
2015,7,22,Lost Frequencies,Are you with me,no id
2015,7,23,Rihanna,FourFiveSeconds,no id
2015,7,24,Ariana Grande,Love me harder,no id
2015,7,25,Taylor Swift,Blank space,no id
2015,7,26,Calvin Harris,Outside,no id
2015,7,27,Kendji Girac,Andalouse,no id
2015,7,28,Chris Brown,Ayo,no id
2015,7,29,George Ezra,Budapest,no id
2015,7,30,Christine and the Queens,Christine,no id
2015,7,31,Weeknd,Earned it,no id
2015,7,32,Mac Tyer feat. Maître Gims,Laisse-moi te dire,no id
2015,7,33,Black M.,On s'fait du mal,no id
2015,7,34,The Avener,Fade out lines,no id
2015,7,35,Timmy Trumpet & Savage,Freaks (Vocal),no id
2015,7,36,Black M.,Je garde le sourire,no id
2015,7,37,Calvin Harris,Open wide,no id
2015,7,38,Soprano feat. Uncle Phil,Fresh Prince,no id
2015,7,39,Alesso feat. Tove Lo,Heroes (We could be),no id
2015,7,40,Lilly Wood & the Prick and Robin Schulz,Prayer in C (Robin Schulz remix),no id
2015,7,41,Taylor Swift,Shake it off,no id
2015,7,42,Maroon 5,Animals,no id
2015,7,43,O.T. Genasis,Coco,no id
2015,7,44,King's Son feat. Blacko,I'm not rich (VF),no id
2015,7,45,Maroon 5,Sugar,no id
2015,7,46,Sam Smith,Stay with me,no id
2015,7,47,Black M.,C'est tout moi,no id
2015,7,48,Corson,Loud,no id
2015,7,49,Keen V,Saltimbanque,no id
2015,7,50,Hardwell,Young again,no id
2015,7,51,Italobrothers,One heart,no id
2015,7,52,R3Hab & KSHMR,Karate,no id
2015,7,53,Brigitte,A bouche que veux-tu,no id
2015,7,54,When We Were Young,The boy is mine,no id
2015,7,55,Kyo,Le graal,no id
2015,7,56,Coldplay,A sky full of stars,no id
2015,7,57,Kendji Girac,Elle m'a aimé,no id
2015,7,58,Alonzo feat. Maître Gims,Dans son sac,no id
2015,7,59,JUL,La fusée,no id
2015,7,60,Fréro Delavega,Sweet darling,no id
2015,8,1,Hozier,Take me to church,no id
2015,8,2,Mark Ronson,Uptown funk,no id
2015,8,3,Sam Smith,I'm not the only one,no id
2015,8,4,Fréro Delavega,Mon petit pays,no id
2015,8,5,Louane,Avenir,no id
2015,8,6,Soprano,Clown,no id
2015,8,7,Lost Frequencies,Are you with me,no id
2015,8,8,Galantis,Runaway (U & I),no id
2015,8,9,Ed Sheeran,Thinking out loud,no id
2015,8,10,David Guetta,What I did for love,no id
2015,8,11,Christine and the Queens,Saint Claude,no id
2015,8,12,Black M.,C'est tout moi,no id
2015,8,13,Julien Doré feat. Micky Green,Chou wasabi,no id
2015,8,14,Chris Brown,Ayo,no id
2015,8,15,Rihanna,FourFiveSeconds,no id
2015,8,16,Calogero,Le portrait,no id
2015,8,17,Weeknd,Earned it,no id
2015,8,18,Calvin Harris,Outside,no id
2015,8,19,Taylor Swift,Blank space,no id
2015,8,20,David Guetta,Dangerous,no id
2015,8,21,Josef Salvat,Diamonds,no id
2015,8,22,Emma Louise,My head is a jungle,no id
2015,8,23,Sia,Big girls cry,no id
2015,8,24,Robin Schulz,Sun goes down,no id
2015,8,25,AronChupa,I'm an albatraoz,no id
2015,8,26,Black M.,On s'fait du mal,no id
2015,8,27,Christine and the Queens,Christine,no id
2015,8,28,George Ezra,Budapest,no id
2015,8,29,Ariana Grande,Love me harder,no id
2015,8,30,Blacko,Le temps est compté,no id
2015,8,31,Charli XCX,Break the rules,no id
2015,8,32,Ariana Grande feat Kendji Girac,One last time (Attends-moi),no id
2015,8,33,Kendji Girac,Andalouse,no id
2015,8,34,Timmy Trumpet & Savage,Freaks (Vocal),no id
2015,8,35,Mac Tyer feat. Maître Gims,Laisse-moi te dire,no id
2015,8,36,Alesso feat. Tove Lo,Heroes (We could be),no id
2015,8,37,Keen V,Saltimbanque,no id
2015,8,38,King's Son feat. Blacko,I'm not rich (VF),no id
2015,8,39,Maroon 5,Animals,no id
2015,8,40,Soprano feat. Uncle Phil,Fresh Prince,no id
2015,8,41,Will Sparks,Ah yeah so what,no id
2015,8,42,Maroon 5,Sugar,no id
2015,8,43,Lilly Wood & the Prick and Robin Schulz,Prayer in C (Robin Schulz remix),no id
2015,8,44,O.T. Genasis,Coco,no id
2015,8,45,When We Were Young,The boy is mine,no id
2015,8,46,Calvin Harris,Open wide,no id
2015,8,47,Kyo,Le graal,no id
2015,8,48,Italobrothers,One heart,no id
2015,8,49,The Avener,Fade out lines,no id
2015,8,50,Sam Smith,Stay with me,no id
2015,8,51,Fréro Delavega,Sweet darling,no id
2015,8,52,Black M.,Je garde le sourire,no id
2015,8,53,Shaniz feat. Maitre Gims,A contre sens,no id
2015,8,54,Taylor Swift,Shake it off,no id
2015,8,55,Soprano,Cosmo,no id
2015,8,56,IloveMakonnen,Tuesday,no id
2015,8,57,Usher,I don't mind,no id
2015,8,58,JUL,La fusée,no id
2015,8,59,Hardwell,Young again,no id
2015,8,60,Corson,Loud,no id
2015,9,1,Sam Smith,I'm not the only one,no id
2015,9,2,Mark Ronson,Uptown funk,no id
2015,9,3,Hozier,Take me to church,no id
2015,9,4,Lost Frequencies,Are you with me,no id
2015,9,5,Louane,Avenir,no id
2015,9,6,Soprano,Clown,no id
2015,9,7,Chris Brown,Ayo,no id
2015,9,8,Fréro Delavega,Mon petit pays,no id
2015,9,9,Rihanna,FourFiveSeconds,no id
2015,9,10,David Guetta,What I did for love,no id
2015,9,11,Ed Sheeran,Thinking out loud,no id
2015,9,12,Ariana Grande feat Kendji Girac,One last time (Attends-moi),no id
2015,9,13,Galantis,Runaway (U & I),no id
2015,9,14,Christine and the Queens,Saint Claude,no id
2015,9,15,Black M.,C'est tout moi,no id
2015,9,16,Weeknd,Earned it,no id
2015,9,17,Calogero,Le portrait,no id
2015,9,18,Julien Doré feat. Micky Green,Chou wasabi,no id
2015,9,19,Taylor Swift,Blank space,no id
2015,9,20,AronChupa,I'm an albatraoz,no id
2015,9,21,Josef Salvat,Diamonds,no id
2015,9,22,Emma Louise,My head is a jungle,no id
2015,9,23,Calvin Harris,Outside,no id
2015,9,24,David Guetta,Dangerous,no id
2015,9,25,Sia,Big girls cry,no id
2015,9,26,Christine and the Queens,Christine,no id
2015,9,27,Robin Schulz,Sun goes down,no id
2015,9,28,King's Son feat. Blacko,I'm not rich (VF),no id
2015,9,29,Charli XCX,Break the rules,no id
2015,9,30,George Ezra,Budapest,no id
2015,9,31,Blacko,Le temps est compté,no id
2015,9,32,Kendji Girac,Andalouse,no id
2015,9,33,Black M.,On s'fait du mal,no id
2015,9,34,Mac Tyer feat. Maître Gims,Laisse-moi te dire,no id
2015,9,35,Alesso feat. Tove Lo,Heroes (We could be),no id
2015,9,36,Keen V,Saltimbanque,no id
2015,9,37,R3Hab & KSHMR,Karate,no id
2015,9,38,When We Were Young,The boy is mine,no id
2015,9,39,O.T. Genasis,Coco,no id
2015,9,40,Timmy Trumpet & Savage,Freaks (Vocal),no id
2015,9,41,Italobrothers,One heart,no id
2015,9,42,Soprano feat. Uncle Phil,Fresh Prince,no id
2015,9,43,Maroon 5,Sugar,no id
2015,9,44,Maroon 5,Animals,no id
2015,9,45,Usher,I don't mind,no id
2015,9,46,Flo-Rida,GDFR,no id
2015,9,47,Gradur,Jamais,no id
2015,9,48,Lilly Wood & the Prick and Robin Schulz,Prayer in C (Robin Schulz remix),no id
2015,9,49,Kyo,Le graal,no id
2015,9,50,JUL,La fusée,no id
2015,9,51,Axwell Ingrosso,Something new,no id
2015,9,52,Hardwell,Young again,no id
2015,9,53,The Avener,Fade out lines,no id
2015,9,54,Soprano,Cosmo,no id
2015,9,55,Vianney,Pas là,no id
2015,9,56,Ariana Grande,Love me harder,no id
2015,9,57,Brigitte,A bouche que veux-tu,no id
2015,9,58,Shaniz feat. Maitre Gims,A contre sens,no id
2015,9,59,Taylor Swift,Shake it off,no id
2015,9,60,Madeon,You're on,no id
2015,10,1,Sam Smith,I'm not the only one,no id
2015,10,2,Louane,Avenir,no id
2015,10,3,Mark Ronson,Uptown funk,no id
2015,10,4,Rihanna,FourFiveSeconds,no id
2015,10,5,Lost Frequencies,Are you with me,no id
2015,10,6,Hozier,Take me to church,no id
2015,10,7,Chris Brown,Ayo,no id
2015,10,8,Ed Sheeran,Thinking out loud,no id
2015,10,9,Soprano,Clown,no id
2015,10,10,Black M.,C'est tout moi,no id
2015,10,11,David Guetta,What I did for love,no id
2015,10,12,Ariana Grande feat Kendji Girac,One last time (Attends-moi),no id
2015,10,13,Weeknd,Earned it,no id
2015,10,14,Christine and the Queens,Saint Claude,no id
2015,10,15,King's Son feat. Blacko,I'm not rich (VF),no id
2015,10,16,R3Hab & KSHMR,Karate,no id
