année,semaine,rang,artiste,album,id_spotify
2018,22,1,Moha La Squale,BENDERO,no id
2018,22,2,MAÎTRE GIMS,CEINTURE NOIRE,no id
2018,22,3,EDDY MITCHELL,LA MÊME TRIBU VOL 2,no id
2018,22,4,MARC LAVOINE,JE REVIENS À TOI,no id
2018,22,5,Dadju,Gentleman 2.0,no id
2018,22,6,Multi Interprètes,TAXI 5,no id
2018,22,7,Ninho,M.I.L.S. 2.0,no id
2018,22,8,Eddy de Pretto,Cure,no id
2018,22,9,Shawn Mendes,Shawn Mendes,0CIIqit3Id66HEi9djeWUw
2018,22,10,Hyphen Hyphen,HH,no id
2018,22,11,INDOCHINE,13,no id
2018,22,12,Marwa Loud,Loud,no id
2018,22,13,Orelsan,La fête est finie,no id
2018,22,14,JOK'AIR,Jok'Rambo,no id
2018,22,15,STING,44/876,no id
2018,22,16,Timal,Trop chaud,no id
2018,22,17,Ed Sheeran,÷,no id
2018,22,18,Naps,À l'instinct,no id
2018,22,19,Françoise Hardy,Personne d'autre,no id
2018,22,20,Hoshi,IL SUFFIT D'Y CROIRE,no id
2018,22,21,Djadja & Dinaz,Le revers de la médaille,no id
2018,22,22,LARTISTE,GRANDESTINO,no id
2018,22,23,A$AP Rocky,Testing,no id
2018,22,24,S.PRI NOIR,Masque blanc,no id
2018,22,25,Calogero,Liberté chérie,no id
2018,22,26,Niska,Commando,no id
2018,22,27,Vianney,VIANNEY,3sb3TaTkw7pdVD2V5cSBGi
2018,22,28,VITAA,J4m,no id
2018,22,29,Damso,Ipséité,no id
2018,22,30,Louane,Louane,no id
2018,22,31,LOMEPAL,FLIP,no id
2018,22,32,Bigflo & Oli,La vraie vie,no id
2018,22,33,Soprano,L'Everest,6jnZT7krckxCFer0Oz2JbB
2018,22,34,Vald,XEU,no id
2018,22,35,GAME OVER,GAME OVER,no id
2018,22,36,Therapie TAXI,Hit Sale,no id
2018,22,37,BOOBA,Trône,no id
2018,22,38,Kimberose,Chapter One,no id
2018,22,39,Post Malone,beerbongs & bentleys,no id
2018,22,40,ARCTIC MONKEYS,Tranquility Base Hotel & Casino,no id
2018,22,41,Elsa Esnoult,3,no id
2018,22,42,IMAGINE DRAGONS,Evolve,no id
2018,22,43,KeBlack,Appartement 105,no id
2018,22,44,Charlie Puth,Voicenotes,no id
2018,22,45,LORENZO,Rien à branler,no id
2018,22,46,PNL,Dans la légende,5GFHFEASZeJF0gyWuDDjGE
2018,22,47,Juliette Armanet,Petite Amie,no id
2018,22,48,Slimane,Solune,no id
2018,22,49,EDDY MITCHELL,LA MÊME TRIBU,no id
2018,22,50,Claudio Capéo,Claudio Capéo,no id
2018,22,51,CORNEILLE,LOVE & SOUL,no id
2018,22,52,Naza,C'est la loi,no id
2018,22,53,Ninho,Comme prévu,no id
2018,22,54,ROMÉO ELVIS,MORALE 2,no id
2018,22,55,BENABAR,Le Début de la suite,no id
2018,22,56,Fatoumata Diawara,Fenfo,no id
2018,22,57,Sofiane,Affranchis,no id
2018,22,58,Niro,Mens Rea,no id
2018,22,59,P!NK,Beautiful Trauma,no id
2018,22,60,JUL,La tête dans les nuages,no id
2018,22,61,FLORENT PAGNY,Tout simplement,no id
2018,22,62,4Keus Gang,Hors série vol. 2,no id
2018,22,63,RÉMY,C'EST RÉMY,no id
2018,22,64,LES ENFOIRÉS,Enfoirés 2018 musique !,no id
2018,22,65,JULIEN DORÉ,&,2JIk3csX6RdYMCmpyStgVj
2018,22,66,XXXTENTACION,?,no id
2018,22,67,Lacrim,R.I.P.R.O 3,no id
2018,22,68,Lefa,3 du mat,no id
2018,22,69,Amir,Addictions,no id
2018,22,70,Calypso Rose,SO CALYPSO !,no id
2018,22,71,Kygo,Kids in Love,no id
2018,22,72,Multi Interprètes,ON A TOUS QUELQUE CHOSE DE JOHNNY,no id
2018,22,73,Rag'n'Bone Man,HUMAN (DELUXE),1rMmiDKa8V5H9yYTPAbLng
2018,22,74,GRAND CORPS MALADE,Plan B,no id
2018,22,75,Nekfeu,Cyborg,3jTg4M1B2uqVmJAXmKOB2Y
2018,22,76,Cardi B,Invasion of Privacy,no id
2018,22,77,Snow Patrol,Wildness,no id
2018,22,78,Madame Monsieur,Vu d'ici,no id
2018,22,79,J. Balvin,Vibras,no id
2018,22,80,Multi Interprètes,BLACK PANTHER THE ALBUM MUSIC FROM AND INSPIRED BY,no id
2018,22,81,Brigitte,Nues,no id
2018,22,82,KAARIS,Dozo,no id
2018,22,83,PLK,Platinum,no id
2018,22,84,Naps,Pochon bleu,no id
2018,22,85,JULIEN DORÉ,Vous & moi,no id
2018,22,86,FRANÇOISE FABIAN,FRANÇOISE FABIAN,no id
2018,22,87,DEMI PORTION,SUPER HÉROS,no id
2018,22,88,Multi Interprètes,CINQUANTE NUANCES PLUS CLAIRES,no id
2018,22,89,Kids United,Tout le bonheur du monde,no id
2018,22,90,YL,Confidences,no id
2018,22,91,CATS ON TREES,Neon,no id
2018,22,92,4Keus,La vie continue,no id
2018,22,93,FLORENT PAGNY,Le présent d'abord,no id
2018,22,94,The Weeknd,"My Dear Melancholy,",no id
2018,22,95,Migos,Culture II,no id
2018,22,96,LUIS FONSI,DESPACITO & MIS GRANDES ÉXITOS,no id
2018,22,97,MIKE BRANT,UN GRAND BONHEUR / BEST OF 2018,no id
2018,22,98,Kids United,Forever United,no id
2018,22,99,Camila Cabello,CAMILA,no id
2018,22,100,MICHEL SARDOU,Le choix du fou,no id
2018,22,101,Vald,AGARTHA,no id
2018,22,102,Dinos,Imany,no id
2018,22,103,Alonzo,100 %,no id
2018,22,104,Kalash,Mwaka Moon,no id
2018,22,105,Slimane,À bout de rêves,6SFxvT7VAgjrRwJRysXv2U
2018,22,106,Anne-Marie,Speak Your Mind,no id
2018,22,107,BTS,LOVE YOURSELF 'TEAR',no id
2018,22,108,Petit Biscuit,Presence,no id
2018,22,109,MC Solaar,Géopoétique,no id
2018,22,110,Amaury Vassili,AMAURY,no id
2018,22,111,Damso,Batterie faible,1RrXkWJPDqx6W8ZsJTXYAb
2018,22,112,"-M-, TOUMANI DIABATÉ, SIDIKI DIABATÉ",LAMOMALI,no id
2018,22,113,Clara Luciani,SAINTE VICTOIRE,no id
2018,22,114,U2,Songs Of Experience,no id
2018,22,115,Alain Chamfort,Le désordre des choses,no id
2018,22,116,Pusha T,DAYTONA,no id
2018,22,117,Pins & Dimeh,Houston,no id
2018,22,118,John Powell,SOLO: A STAR WARS STORY,no id
2018,22,119,Patrick Fiori,PROMESSE,no id
2018,22,120,Hornet La Frappe,NOUS-MEMES,no id
2018,22,121,FEU! CHATTERTON,L'oiseleur,no id
2018,22,122,Black M,Éternel insatisfait,0fBcGOxa5aFx5MAOYaQ4XU
2018,22,123,EMINEM,Revival,no id
2018,22,124,"Rae Sremmurd, Swae Lee & Slim Jxmmi",SR3MM,no id
2018,22,125,THIRTY SECONDS TO MARS,America,no id
2018,22,126,JUL,JE NE ME VOIS PAS BRILLER,no id
2018,22,127,Arcadian,Arcadian,no id
2018,22,128,Aya Nakamura,Journal intime,no id
2018,22,129,Dany Brillant,Rock and Swing,no id
2018,22,130,Dua Lipa,Dua Lipa,no id
2018,22,131,CÉLINE DION,Encore un soir,5Oqp1x2xqJQxJgV66jn992
2018,22,132,Gauvain Sers,Pourvu,no id
2018,22,133,Les Parisiennes,Les Parisiennes,no id
2018,22,134,Multi Interprètes,LA LA LAND,no id
2018,22,135,COURTNEY BARNETT,TELL ME HOW YOU REALLY FEEL,no id
2018,22,136,Hamza,1994,no id
2018,22,137,Multi Interprètes,VAIANA - LA LÉGENDE DU BOUT DU MONDE,no id
2018,22,138,Sadek,#VVRDL,no id
2018,22,139,Lacrim,Force & Honneur,no id
2018,22,140,Cigarettes After Sex,Cigarettes After Sex,no id
2018,22,141,FRANCIS CABREL,L'ESSENTIEL 1977-2017,no id
2018,22,142,Kungs,LAYERS,no id
2018,22,143,JUL,Emotions,2lOGNxj6HvCao5X7Q9h9TC
2018,22,144,Her,HER,no id
2018,22,145,Naza,INCROYABLE,no id
2018,22,146,Sch,Deo Favente,no id
2018,22,147,The Weeknd,Starboy,09fggMHib4YkOtwQNXEBII
2018,22,148,JUL,L'ovni,no id
2018,22,149,Médine,Storyteller,no id
2018,22,150,Maes,Réelle vie 2.0,no id
2018,22,151,JACQUES HIGELIN,Higelin 75,1Btx1CfV39OVnzk42HnTOZ
2018,22,152,SHAKA PONK,EVOL' - EDITION STANDARD,no id
2018,22,153,NOLWENN LEROY,Gemme,no id
2018,22,154,Mister V,Double V,no id
2018,22,155,Five Finger Death Punch,AND JUSTICE FOR NONE,no id
2018,22,156,ALDEBERT,Enfantillages 3,no id
2018,22,157,LOU,LOU,no id
2018,22,158,Charlotte Cardin,Main Girl,no id
2018,22,159,Julien Clerc,A NOS AMOURS (EDITION LIMITEE),no id
2018,22,160,Maluma,F.A.M.E.,no id
2018,22,161,TRUST,Dans le même sang,no id
2018,22,162,Charlotte Gainsbourg,Rest,no id
2018,22,163,TEXAS,Jump On Board,no id
2018,22,164,Kendrick Lamar,DAMN.,no id
2018,22,165,MACKLEMORE,GEMINI,no id
2018,22,166,JUSTIN TIMBERLAKE,Man of the Woods,no id
2018,22,167,AVICII,AVICI (01),no id
2018,22,168,XXXTENTACION,17,no id
2018,22,169,DENEZ PRIGENT,MIL HENT - MILLE CHEMINS,no id
2018,22,170,Sofiane,Bandit saleté,no id
2018,22,171,Drake,More Life,no id
2018,22,172,6ix9ine,Day69,no id
2018,22,173,Bruno Mars,24K Magic,no id
2018,22,174,Sam Smith,The Thrill Of It All,no id
2018,22,175,Ninho,MILS,no id
2018,22,176,Bazzi,COSMIC,no id
2018,22,177,BEN HARPER,NO MERCY IN THIS LAND,no id
2018,22,178,MELODY GARDOT,Live In Europe,no id
2018,22,179,Multi Interprètes,GUARDIANS OF THE GALAXY VOL. 2: AWESOME MIX VOL. 2,no id
2018,22,180,D. ACE,Inévitable,no id
2018,22,181,Arthur H,Amour chien fou,no id
2018,22,182,Djadja & Dinaz,DANS L'ARÈNE,no id
2018,22,183,Columbine,Enfants terribles,no id
2018,22,184,Multi Interprètes,HELIX,no id
2018,22,185,Parquet Courts,WIDE AWAKE!,no id
2018,22,186,Fakear,All Glows,no id
2018,22,187,Paul Kalkbrenner,PARTS OF LIFE,no id
2018,22,188,MICHEL PRUVOT,"LES TOPS DU MUSETTE, VOL. 2",no id
2018,22,189,Yaro,A zéro,no id
2018,22,190,Still Fresh,COEUR NOIR,no id
2018,22,191,CABALLERO & JEANJASS,Double Hélice 2,no id
2018,22,192,LOREENA MCKENNITT,LOST SOULS -DELUXE-,no id
2018,22,193,13 Block,Triple S,no id
2018,22,194,G-Eazy,THE BEAUTIFUL & DAMNED,no id
2018,22,195,CHVRCHES,Love Is Dead,no id
2018,22,196,PHILIPPE JAROUSSKY,GLUCK: ORFEO ED EURIDICE,no id
2018,22,197,KATY PERRY,Witness,no id
2018,22,198,Nicky Jam,Fénix,2dBgWXp41imu2zBNv9oFxZ
2018,22,199,MULTI-ARTISTES,SUICIDE SQUAD,no id
2018,22,200,JOE BONAMASSA,BRITISH BLUES EXPLOSION LIVE,no id
2018,23,1,MAÎTRE GIMS,CEINTURE NOIRE,no id
2018,23,2,Moha La Squale,BENDERO,no id
2018,23,3,EDDY MITCHELL,"LA MÊME TRIBU, VOL. 2",no id
2018,23,4,Ghost,Prequelle,no id
2018,23,5,Dadju,Gentleman 2.0,no id
2018,23,6,Cour De Pirate,"EN CAS DE TEMPÊTE, CE JARDIN SERA FERMÉ.",no id
2018,23,7,Multi Interprètes,TAXI 5,no id
2018,23,8,CABALLERO & JEANJASS,Double hélice 3,no id
2018,23,9,Vegedream,Marchand de sable,no id
2018,23,10,MARC LAVOINE,JE REVIENS À TOI,no id
2018,23,11,Ninho,M.I.L.S. 2.0,no id
2018,23,12,Eddy de Pretto,Cure,no id
2018,23,13,Orelsan,LA FÊTE EST FINIE,no id
2018,23,14,Marwa Loud,LOUD,no id
2018,23,15,Calogero,Liberté chérie,no id
2018,23,16,Louane,Louane,no id
2018,23,17,Timal,Trop chaud,no id
2018,23,18,"NAPS ""À L'INSTINCT""","NAPS ""À L'INSTINCT""",no id
2018,23,19,Kanye West,ye,no id
2018,23,20,INDOCHINE,13,no id
2018,23,21,LARTISTE,GRANDESTINO,no id
2018,23,22,Damso,Ipséité,no id
2018,23,23,Djadja & Dinaz,Le revers de la médaille,no id
2018,23,24,Niska,Commando,no id
2018,23,25,LOMEPAL,FLIP,no id
2018,23,26,Ed Sheeran,÷,no id
2018,23,27,Bigflo & Oli,La vraie vie,no id
2018,23,28,Elsa Esnoult,3,no id
2018,23,29,"S.PRI NOIR ""MASQUE BLANC ""","S.PRI NOIR ""MASQUE BLANC """,no id
2018,23,30,Soprano,L'Everest,6jnZT7krckxCFer0Oz2JbB
2018,23,31,EDDY MITCHELL,LA MÊME TRIBU,no id
2018,23,32,Hoshi,IL SUFFIT D'Y CROIRE,no id
2018,23,33,IMAGINE DRAGONS,EVOLVE,no id
2018,23,34,Vald,XEU,no id
2018,23,35,GAME OVER,GAME OVER,no id
2018,23,36,Therapie TAXI,Hit Sale,no id
2018,23,37,BOOBA,Trône,no id
2018,23,38,JOK'AIR,Jok'Rambo,no id
2018,23,39,Post Malone,BEERBONGS & BENTLEYS,no id
2018,23,40,STING,44/876,no id
2018,23,41,Slimane,Solune,no id
2018,23,42,"KEBLACK ""APPARTEMENT 105""","KEBLACK ""APPARTEMENT 105""",no id
2018,23,43,Hyphen Hyphen,HH,no id
2018,23,44,"PNL ""DANS LA LEGENDE"" BONUS TRACK N°1","PNL ""DANS LA LEGENDE"" BONUS TRACK N°1",5GFHFEASZeJF0gyWuDDjGE
2018,23,45,LORENZO,Rien à branler,no id
2018,23,46,Shawn Mendes,Shawn Mendes,0CIIqit3Id66HEi9djeWUw
2018,23,47,Juliette Armanet,Petite Amie,no id
2018,23,48,Vianney,VIANNEY,3sb3TaTkw7pdVD2V5cSBGi
2018,23,49,ARCTIC MONKEYS,Tranquility Base Hotel & Casino,no id
2018,23,50,Ninho,Comme prévu,no id
2018,23,51,"KIMBEROSE ""CHAPTER ONE""","KIMBEROSE ""CHAPTER ONE""",no id
2018,23,52,VITAA,J4m,no id
2018,23,53,"NAZA ""C'EST LA LOI""","NAZA ""C'EST LA LOI""",no id
2018,23,54,"JUL ""LA TÊTE DANS LES NUAGES""","JUL ""LA TÊTE DANS LES NUAGES""",no id
2018,23,55,Sofiane,Affranchis,no id
2018,23,56,Charlie Puth,Voicenotes,no id
2018,23,57,Françoise Hardy,Personne d'autre,no id
2018,23,58,GRAND CORPS MALADE,Plan B,no id
2018,23,59,MARCUS MILLER,Laid Black,no id
2018,23,60,Niro,Mens Rea,no id
2018,23,61,ROMÉO ELVIS,MORALE 2,no id
2018,23,62,Lacrim,R.I.P.R.O 3,no id
2018,23,63,A$AP Rocky,Testing,no id
2018,23,64,RÉMY,C'EST RÉMY,no id
2018,23,65,XXXTENTACION,?,no id
2018,23,66,Lefa,3 du mat,no id
2018,23,67,P!NK,Beautiful Trauma,no id
2018,23,68,Kygo,Kids in Love,no id
2018,23,69,Cardi B,Invasion of Privacy,no id
2018,23,70,Claudio Capéo,Claudio Capéo,no id
2018,23,71,MORCHEEBA,Blaze Away,no id
2018,23,72,PLK,Platinum,no id
2018,23,73,Nekfeu,Cyborg,3jTg4M1B2uqVmJAXmKOB2Y
2018,23,74,Fatoumata Diawara,FENFO,no id
2018,23,75,Multi Interprètes,ON A TOUS QUELQUE CHOSE DE JOHNNY,no id
2018,23,76,Rag'n'Bone Man,HUMAN (DELUXE),1rMmiDKa8V5H9yYTPAbLng
2018,23,77,"NAPS ""POCHON BLEU""","NAPS ""POCHON BLEU""",0P2QpWtvnol7Fk1Xi16zyO
2018,23,78,JULIEN DORÉ,&,2JIk3csX6RdYMCmpyStgVj
2018,23,79,KAARIS,Dozo,no id
2018,23,80,Multi Interprètes,BLACK PANTHER THE ALBUM MUSIC FROM AND INSPIRED BY,no id
2018,23,81,Multi Interprètes,CINQUANTE NUANCES PLUS CLAIRES,no id
2018,23,82,4Keus Gang,Hors série vol. 2,no id
2018,23,83,Damso,BATTERIE FAIBLE,1RrXkWJPDqx6W8ZsJTXYAb
2018,23,84,YL,Confidences,no id
2018,23,85,MIKE BRANT,UN GRAND BONHEUR / BEST OF 2018,no id
2018,23,86,Kids United,Forever United,no id
2018,23,87,Vald,AGARTHA,no id
2018,23,88,Amir,Addictions,no id
2018,23,89,Migos,Culture II,no id
2018,23,90,J. Balvin,Vibras,no id
2018,23,91,LUIS FONSI,DESPACITO & MIS GRANDES ÉXITOS,no id
2018,23,92,CORNEILLE,LOVE & SOUL,no id
2018,23,93,Kids United,Tout le bonheur du monde,no id
2018,23,94,4Keus,La vie continue,no id
2018,23,95,BENABAR,Le Début de la suite,no id
2018,23,96,LES ENFOIRÉS,Enfoirés 2018 musique !,no id
2018,23,97,Alonzo,100 %,no id
2018,23,98,The Weeknd,"My Dear Melancholy,",no id
2018,23,99,Kalash,Mwaka Moon,no id
2018,23,100,MC Solaar,GEOPOETIQUE,no id
2018,23,101,Camila Cabello,CAMILA,no id
2018,23,102,Madame Monsieur,Vu d'ici,no id
2018,23,103,Anne-Marie,Speak Your Mind,no id
2018,23,104,Slimane,À bout de rêves,6SFxvT7VAgjrRwJRysXv2U
2018,23,105,Calypso Rose,SO CALYPSO !,no id
2018,23,106,"JUL ""MY WORLD""","JUL ""MY WORLD""",1YVEeD0HajryKHCpkIxO8E
2018,23,107,MELODY GARDOT,Live In Europe,no id
2018,23,108,"PETIT BISCUIT ""PRESENCE""","PETIT BISCUIT ""PRESENCE""",no id
2018,23,109,"JUL ""JE NE ME VOIS PAS BRILLER""","JUL ""JE NE ME VOIS PAS BRILLER""",no id
2018,23,110,Dua Lipa,Dua Lipa,no id
2018,23,111,Black M,Éternel insatisfait,0fBcGOxa5aFx5MAOYaQ4XU
2018,23,112,Brigitte,Nues,no id
2018,23,113,Hornet La Frappe,NOUS-MEMES,no id
2018,23,114,Lacrim,Force & Honneur,no id
2018,23,115,Aya Nakamura,JOURNAL INTIME,no id
2018,23,116,EMINEM,REVIVAL,no id
2018,23,117,Pins & Dimeh,HOUSTON,no id
2018,23,118,"JUL ""EMOTIONS""","JUL ""EMOTIONS""",2lOGNxj6HvCao5X7Q9h9TC
2018,23,119,FLORENT PAGNY,Tout simplement,no id
2018,23,120,Dinos,Imany,no id
2018,23,121,FEU! CHATTERTON,L'oiseleur,no id
2018,23,122,DEMI PORTION,SUPER HÉROS,no id
2018,23,123,Hamza,1994,no id
2018,23,124,Multi Interprètes,VAIANA - LA LÉGENDE DU BOUT DU MONDE,no id
2018,23,125,Clara Luciani,SAINTE VICTOIRE,no id
2018,23,126,Ben Howard,Noonday Dream,no id
2018,23,127,Arcadian,Arcadian,no id
2018,23,128,Cigarettes After Sex,Cigarettes After Sex,no id
2018,23,129,Sadek,#VVRDL,no id
2018,23,130,Amaury Vassili,AMAURY,no id
2018,23,131,Father John Misty,GODS FAVORITE CUSTOMER,no id
2018,23,132,U2,Songs Of Experience,no id
2018,23,133,"JUL ""L'OVNI""","JUL ""L'OVNI""",no id
2018,23,134,Patrick Fiori,PROMESSE,no id
2018,23,135,"-M-, TOUMANI DIABATÉ, SIDIKI DIABATÉ",LAMOMALI,no id
2018,23,136,Sch,Deo Favente,no id
2018,23,137,"NAZA ""INCROYABLE""","NAZA ""INCROYABLE""",no id
2018,23,138,"MEDINE ""STORYTELLER""","MEDINE ""STORYTELLER""",no id
2018,23,139,"Rae Sremmurd, Swae Lee & Slim Jxmmi",SR3MM,no id
2018,23,140,Kungs,LAYERS,no id
2018,23,141,The Weeknd,Starboy,09fggMHib4YkOtwQNXEBII
2018,23,142,Maes,Réelle vie 2.0,no id
2018,23,143,Sage,Paint Myself,no id
2018,23,144,CÉLINE DION,Encore un soir,5Oqp1x2xqJQxJgV66jn992
2018,23,145,FLORENT PAGNY,Le présent d'abord,no id
2018,23,146,BTS,LOVE YOURSELF 'TEAR',no id
2018,23,147,LOU,LOU,no id
2018,23,148,Multi Interprètes,LA LA LAND,no id
2018,23,149,JEAN-LOUIS TRINTIGNANT & DANIEL MILLE,TRINTIGNANT/MILLE/PIAZZOLLA,no id
2018,23,150,CATS ON TREES,Neon,no id
2018,23,151,JULIEN DORÉ,Vous & moi,no id
2018,23,152,MICHEL SARDOU,Le choix du fou,no id
2018,23,153,TRUST,Dans le même sang,no id
2018,23,154,MAROON 5,RED PILL BLUES,no id
2018,23,155,6ix9ine,Day69,no id
2018,23,156,Her,HER,no id
2018,23,157,"MISTER V ""DOUBLE V""","MISTER V ""DOUBLE V""",no id
2018,23,158,COURTNEY BARNETT,TELL ME HOW YOU REALLY FEEL,no id
2018,23,159,CABALLERO & JEANJASS,Double Hélice 2,no id
2018,23,160,MACKLEMORE,GEMINI,no id
2018,23,161,Sofiane,Bandit saleté,no id
2018,23,162,XXXTENTACION,17,no id
2018,23,163,Ninho,MILS,no id
2018,23,164,JUSTIN TIMBERLAKE,Man of the Woods,no id
2018,23,165,Kendrick Lamar,DAMN.,no id
2018,23,166,TEXAS,Jump On Board,no id
2018,23,167,Columbine,Enfants terribles,no id
2018,23,168,Djadja & Dinaz,DANS L'ARÈNE,no id
2018,23,169,FRANÇOISE FABIAN,FRANCOISE FABIAN,no id
2018,23,170,Drake,More Life,no id
2018,23,171,Pete Yorn,APART,no id
2018,23,172,Pusha T,DAYTONA,no id
2018,23,173,AVICII,AVICI (01),no id
2018,23,174,Alain Chamfort,Le désordre des choses,no id
2018,23,175,Bruno Mars,24K Magic,no id
2018,23,176,Bazzi,COSMIC,no id
2018,23,177,Jonathan Davis,BLACK LABYRINTH,no id
2018,23,178,SHAKA PONK,EVOL' - EDITION STANDARD,no id
2018,23,179,"JUL ""DANS MA PARANOIA""","JUL ""DANS MA PARANOIA""",6KJ4rI1PNlajwr5JuvDHjZ
2018,23,180,FRANCIS CABREL,L'ESSENTIEL 1977-2017,no id
2018,23,181,Dany Brillant,Rock and Swing,no id
2018,23,182,Maluma,F.A.M.E.,no id
2018,23,183,KATY PERRY,Witness,no id
2018,23,184,ALDEBERT,Enfantillages 3,no id
2018,23,185,Still Fresh,COEUR NOIR,no id
2018,23,186,Gauvain Sers,Pourvu,no id
2018,23,187,13 Block,Triple S,no id
2018,23,188,Les Parisiennes,Les Parisiennes,no id
2018,23,189,Multi Interprètes,HELIX,no id
2018,23,190,MULTI-ARTISTES,THE GREATEST SHOWMAN,no id
2018,23,191,JACQUES HIGELIN,Higelin 75,1Btx1CfV39OVnzk42HnTOZ
2018,23,192,Snow Patrol,Wildness,no id
2018,23,193,Hooss,Woodstock,no id
2018,23,194,Charlotte Gainsbourg,Rest,no id
2018,23,195,Sam Smith,The Thrill Of It All,no id
2018,23,196,Yaro,A zéro,no id
2018,23,197,Nicky Jam,Fénix,2dBgWXp41imu2zBNv9oFxZ
2018,23,198,Bresom Gang,"LA YESSAYERIE, VOL. 1",no id
2018,23,199,Shawn Mendes,ILLUMINATE,no id
2018,23,200,NOLWENN LEROY,Gemme,no id
2018,24,1,MAÎTRE GIMS,CEINTURE NOIRE,no id
2018,24,2,TAL,JUSTE UN REVE,no id
2018,24,3,Moha La Squale,BENDERO,no id
2018,24,4,Dadju,Gentleman 2.0,no id
2018,24,5,L.E.J,POUPÉES RUSSES,no id
2018,24,6,Eddy de Pretto,Cure,no id
2018,24,7,EDDY MITCHELL,"LA MÊME TRIBU, VOL. 2",no id
2018,24,8,Calogero,Liberté chérie,no id
2018,24,9,Multi Interprètes,TAXI 5,no id
2018,24,10,Ninho,M.I.L.S. 2.0,no id
2018,24,11,Orelsan,La fête est finie,no id
2018,24,12,Marwa Loud,Loud,no id
2018,24,13,MARC LAVOINE,JE REVIENS À TOI,no id
2018,24,14,Louane,Louane,no id
2018,24,15,Timal,Trop chaud,no id
2018,24,16,INDOCHINE,13,no id
2018,24,17,Jorja Smith,LOST & FOUND,no id
2018,24,18,Vegedream,Marchand de sable,no id
2018,24,19,Damso,IPSÉITÉ,no id
2018,24,20,Naps,À L'INSTINCT,no id
2018,24,21,Bigflo & Oli,La vraie vie,no id
2018,24,22,Cour De Pirate,"EN CAS DE TEMPÊTE, CE JARDIN SERA FERMÉ.",no id
2018,24,23,LARTISTE,GRANDESTINO,no id
2018,24,24,Soprano,L'Everest,6jnZT7krckxCFer0Oz2JbB
2018,24,25,Niska,Commando,no id
2018,24,26,Ed Sheeran,÷,no id
2018,24,27,Hoshi,IL SUFFIT D'Y CROIRE,no id
2018,24,28,LOMEPAL,FLIP,no id
2018,24,29,Djadja & Dinaz,Le revers de la médaille,no id
2018,24,30,CABALLERO & JEANJASS,Double hélice 3,no id
2018,24,31,IMAGINE DRAGONS,EVOLVE,no id
2018,24,32,Vianney,VIANNEY,3sb3TaTkw7pdVD2V5cSBGi
2018,24,33,Therapie TAXI,Hit Sale,no id
2018,24,34,Slimane,Solune,no id
2018,24,35,Vald,XEU,no id
2018,24,36,BOOBA,Trône,no id
2018,24,37,S.PRI NOIR,Masque blanc,no id
2018,24,38,Juliette Armanet,Petite Amie,no id
2018,24,39,GAME OVER,GAME OVER,no id
2018,24,40,Post Malone,BEERBONGS & BENTLEYS,no id
2018,24,41,KeBlack,APARTEMENT 105,no id
2018,24,42,Elsa Esnoult,3,no id
2018,24,43,PNL,"DANS LA LEGENDE"" BONUS TRACK N°1",5GFHFEASZeJF0gyWuDDjGE
2018,24,44,VITAA,J4m,no id
2018,24,45,EDDY MITCHELL,LA MÊME TRIBU,no id
2018,24,46,STING,44/876,no id
2018,24,47,LORENZO,Rien à branler,no id
2018,24,48,Ghost,Prequelle,no id
2018,24,49,Hyphen Hyphen,HH,no id
2018,24,50,JOK'AIR,Jok'Rambo,no id
2018,24,51,Kanye West,YE,no id
2018,24,52,Ninho,Comme prévu,no id
2018,24,53,Shawn Mendes,Shawn Mendes,0CIIqit3Id66HEi9djeWUw
2018,24,54,GRAND CORPS MALADE,Plan B,no id
2018,24,55,Fatoumata Diawara,FENFO,no id
2018,24,56,JUL,La tête dans les nuages,no id
2018,24,57,ROMÉO ELVIS,MORALE 2,no id
2018,24,58,Amir,Addictions,no id
2018,24,59,Sofiane,Affranchis,no id
2018,24,60,Lacrim,R.I.P.R.O 3,no id
2018,24,61,Claudio Capéo,Claudio Capéo,no id
2018,24,62,Naza,C'EST LA LOI,no id
2018,24,63,CHAPTER ONE,KIMBEROSE,no id
2018,24,64,ARCTIC MONKEYS,Tranquility Base Hotel & Casino,no id
2018,24,65,Françoise Hardy,Personne d'autre,no id
2018,24,66,P!NK,Beautiful Trauma,no id
2018,24,67,Charlie Puth,Voicenotes,no id
2018,24,68,Multi Interprètes,CINQUANTE NUANCES PLUS CLAIRES,no id
2018,24,69,XXXTENTACION,?,no id
2018,24,70,Kygo,Kids in Love,no id
2018,24,71,Lefa,3 du mat,no id
2018,24,72,RÉMY,C'EST RÉMY,no id
2018,24,73,Nekfeu,CYBORG,3jTg4M1B2uqVmJAXmKOB2Y
2018,24,74,Niro,Mens Rea,no id
2018,24,75,Cardi B,Invasion of Privacy,no id
2018,24,76,Multi Interprètes,ON A TOUS QUELQUE CHOSE DE JOHNNY,no id
2018,24,77,A$AP Rocky,Testing,no id
2018,24,78,Rag'n'Bone Man,HUMAN (DELUXE),1rMmiDKa8V5H9yYTPAbLng
2018,24,79,MC Solaar,GEOPOETIQUE,no id
2018,24,80,POCHON BLEU,NAPS,0P2QpWtvnol7Fk1Xi16zyO
2018,24,81,Kids United,Forever United,no id
2018,24,82,PLK,Platinum,no id
2018,24,83,JULIEN DORÉ,&,2JIk3csX6RdYMCmpyStgVj
