année,rang,artiste,titre,id_spotify
2005,77,JAY-Z & LINKIN PARK,NUMB/ENCORE,no id
2005,78,STARSAILOR,FOUR TO THE FLOOR,no id
2005,79,50 CENT,CANDY SHOP,no id
2005,80,DIGITAL,VOIS SUR LEUR CHEMIN,no id
2005,81,AMEL BENT,LE DROIT A L'ERREUR,no id
2005,82,LE 6-9,UN CASTING PARFAIT,no id
2005,83,CRAZY FROG,JINGLE BELLS/LAST CHRISTMAS,no id
2005,84,ILONA MITRECEY,"NOEL, QUE DU BONHEUR",no id
2005,85,K-MARO,"SOUS L'OEIL DE L'ANGE, QU'EST-CE QUE CA TE FOUT",no id
2005,86,ISABELLE BOULAY & JOHNNY HALLYDAY,TOUT AU BOUT DE NOS PEINES,no id
2005,87,JAMES BLUNT,YOU ARE BEAUTIFUL,no id
2005,88,CULTURE CLUB,DO YOU REALLY WANT TO HURT ME,no id
2005,89,GAGE,PENSE A MOI,no id
2005,90,CLEMENCE,SANS DEFENSE,no id
2005,91,AKON,LOCKED UP,no id
2005,92,WALLEN,DONNA,no id
2005,93,MARC LAVOINE,JE ME SENS SI SEUL,no id
2005,94,KYO,CONTACT,no id
2005,95,LORD KOSSITY,HEY SEXY WOW,no id
2005,96,BENASSI BROS,EVERY SINGLE DAY,no id
2005,97,TRYO,L'HYMNE DE NOS CAMPAGNES,no id
2005,98,LARA FABIAN,LA LETTRE,no id
2005,99,MYLENE FARMER,Q.I,no id
2005,100,GLOBAL DEEJAYS,WHAT A FEELING (FLASHDANCE),no id
2006,1,FAF LARAGE,PAS LE TEMPS,no id
2006,2,FATAL BAZOOKA,FOUS TA CAGOULE,no id
2006,3,LA PLAGE,COUP DE BOULE INTERNATIONAL,no id
2006,4,TRIBAL KING,FACON SEX,no id
2006,5,PIGLOO,LE PAPA PINGOUIN,no id
2006,6,PAKITO,LIVING ON VIDEO,no id
2006,7,DIAM'S,"LA BOULETTE ""GENERATION NAN NAN""",no id
2006,8,NAJOUA BELYZEL,GABRIEL,no id
2006,9,ZUCCHERO,BAILA MORENA,no id
2006,10,FAUDEL,MON PAYS,no id
2006,11,AMINE,J'VOULAIS,no id
2006,12,CASCADA,EVERYTIME WE TOUCH,no id
2006,13,SHAKIRA,HIPS DON'T LIE,no id
2006,14,NATASHA ST-PIER,UN ANGE FRAPPE A MA PORTE,no id
2006,15,CRAZY FROG,WE ARE THE CHAMPIONS (DING A DANG DONG),no id
2006,16,NADIYA,ROC,no id
2006,17,CAUET,ZIDANE Y VA MARQUER,no id
2006,18,NADIYA,TOUS CES MOTS,no id
2006,19,TINA ARENA,AIMER JUSQU'A L'IMPOSSIBLE,no id
2006,20,TITOU LE LAPINOU,LE TITOU,no id
2006,21,KAMINI,MARLY-GOMONT,no id
2006,22,MOBY ; FARMER MYLENE,SLIPPING AWAY (CRIER LA VIE),no id
2006,23,MIGUEL ANGEL MUNOZ,DIRAS QUE ESTOY LOCO,no id
2006,24,JUANES,LA CAMISA NEGRA,no id
2006,25,BOB SINCLAR & CUTEE B,ROCK THIS PARTY,no id
2006,26,DIAM'S,JEUNE DEMOISELLE,no id
2006,27,PIGLOO,LE RAGGA DES PINGOUINS,no id
2006,28,GNARLS BARKLEY,CRAZY,no id
2006,29,BOB SINCLAR,"WORLD, HOLD ON (CHILDREN OF THE SKY)",no id
2006,30,DOROTHEE,HOU ! LA MENTEUSE,no id
2006,31,TINA ARENA,JE M'APPELLE BAGDAD,no id
2006,32,SEAN PAUL,TEMPERATURE,no id
2006,33,MYRIAM ABEL,DONNE,no id
2006,34,NADIYA,AMIES ENNEMIES,no id
2006,35,BEBE LILLY,LA JUNGLE DES ANIMAUX,no id
2006,36,NOLWENN LEROY,NOLWENN OHWO!,no id
2006,37,RICKY MARTIN,IT'S ALRIGHT,no id
2006,38,JOHNNY HALLYDAY,LA LOI DU SILENCE,no id
2006,39,YANNICK NOAH,DONNE-MOI UNE VIE,no id
2006,40,JAMES BLUNT,GOODBYE MY LOVER,no id
2006,41,GREGORY LEMARCHAL & LUCIE SILVAS,MEME SI (WHAT YOU'RE MADE OF),no id
2006,42,AMEL BENT,EYE OF THE TIGER,no id
2006,43,BEBE LILLY,ALLO PAPY,no id
2006,44,JUANES,A DIOS LE PIDO,no id
2006,45,LORIE,PARTI POUR ZOUKER,no id
2006,46,CHRISTOPHE WILLEM / LA NOUVELLE STAR,SUNNY,no id
2006,47,MAGIC SYSTEM,"C CHO, CA BRULE (RAI'N B FEVER 2)",no id
2006,48,FLORENT PAGNY,LA OU JE T'EMMENERAI,no id
2006,49,JOHNNY HALLYDAY & MINISTERE AMER,LE TEMPS PASSE,no id
2006,50,MADONNA,HUNG UP,no id
2006,51,STAR ACADEMY 6,Y'A QU'UN CH'VEU,no id
2006,52,PAKITO,MOVING ON STEREO,no id
2006,53,PASCAL OBISPO,1980,no id
2006,54,BABY HIP HOP,ON EST LA,no id
2006,55,MADONNA,SORRY,no id
2006,56,LES ENFOIRES,LE TEMPS QUI COURT,no id
2006,57,RIHANNA,UNFAITHFUL,no id
2006,58,THE PUSSYCAT DOLLS,BEEP,no id
2006,59,AKHENATON & SOUNDKAIL,FOOT DE RUE,no id
2006,60,DORA L'EXPLORATRICE,DORA L'EXPLORATRICE,no id
2006,61,UPA DANCE,MORENITA,no id
2006,62,PETEY AND JAYDEE,NA NA NA (GO CLUBBIN'),no id
2006,63,JUSTIN TIMBERLAKE,SEXYBACK,no id
2006,64,K-MARO,LES FRERES EXISTENT ENCORE,no id
2006,65,M POKORA,DE RETOUR,no id
2006,66,SHY'M,FEMME DE COULEUR,no id
2006,67,TITOU LE LAPINOU,LE COUCOU DE TITOU,no id
2006,68,MARC LAVOINE,TOI MON AMOUR,no id
2006,69,SAYA,JE PENSE A TOI,no id
2006,70,BEATRIZ LUENGO,HIT LERELE,no id
2006,71,PERLE LAMA,EMMENE-MOI AVEC TOI,no id
2006,72,THE BLACK EYED PEAS,PUMP IT,no id
2006,73,MAGALIE VAE,JE NE SUIS QU'UNE CHANSON,no id
2006,74,DAVID GUETTA & THE EGG,LOVE DON'T LET ME GO (WALKING AWAY),no id
2006,75,ANAIS,"MON COEUR, MON AMOUR",no id
2006,76,KELLY CLARKSON,BECAUSE OF YOU,no id
2006,77,NELLY FURTADO,MANEATER,no id
2006,78,SHANA TESH,BOUM BOUM BOUM,no id
2006,79,ILONA MITRECEY,"ALLO, ALLO",no id
2006,80,BEBE LILLY,LES BETISES,no id
2006,81,JOHNNY HALLYDAY,MON PLUS BEAU NOEL,no id
2006,82,CASSIE,ME & U,no id
2006,83,SEAN PAUL,EVER BLAZIN',no id
2006,84,ROBBIE WILLIAMS,ADVERTISING SPACE,no id
2006,85,FLEUR DE VANILLE,LA PETITE FLEUR DE VANILLE,no id
2006,86,LEMAR & JUSTINE,TIME TO GROW (JE N'AI PLUS DE MOTS),no id
2006,87,RIHANNA,SOS,no id
2006,88,BEBE LILLY,PETIT PAPA NOEL,no id
2006,89,FIGHT AIDS,L'OR DE NOS VIES,no id
2006,90,THE PUSSYCAT DOLLS,BUTTONS,no id
2006,91,RENAUD,LES BOBOS,no id
2006,92,MYLENE FARMER,L'AMOUR N'EST RIEN,no id
2006,93,THE PUSSYCAT DOLLS,STICKWITU,no id
2006,94,STAR ACADEMY 5,SANTIANO,no id
2006,95,JOHNNY HALLYDAY,LA QUETE,no id
2006,96,LORIE,S.O.S,no id
2006,97,LESLIE,L'ENVERS DE LA TERRE,no id
2006,98,SEAN PAUL,NEVER GONNA BE THE SAME,no id
2006,99,Y-ZIT,OLA,no id
2006,100,RAPHAEL,ET DANS 150 ANS,no id
2007,1,CHRISTOPHE WILLEM,DOUBLE JE,no id
2007,2,KOXIE,GARCON,no id
2007,3,KAMINI,MARLY-GOMONT,no id
2007,4,GREGORY LEMARCHAL,DE TEMPS EN TEMPS,no id
2007,5,PATRICK FIORI & JEAN-JACQUES GOLDMAN,4 MOTS SUR UN PIANO,no id
2007,6,FATAL BAZOOKA,MAUVAISE FOI NOCTURNE,no id
2007,7,YANNICK NOAH,AUX ARBRES CITOYENS,no id
2007,8,MIKA,RELAX TAKE IT EASY,no id
2007,9,SHERYFA LUNA,QUELQUE PART,no id
2007,10,FATAL BAZOOKA,FOUS TA CAGOULE,no id
2007,11,FATAL BAZOOKA,PARLE A MA MAIN,no id
2007,12,RIHANNA,DON'T STOP THE MUSIC,no id
2007,13,TIMBALAND FEAT TYSSEM,THE WAY I ARE,no id
2007,14,DAVID GUETTA & CHRIS WILLIS,LOVE IS GONE,no id
2007,15,ORA MATE,KAMATE,no id
2007,16,CASCADA,MIRACLE,no id
2007,17,CHRISTINA AGUILERA,HURT,no id
2007,18,SEBASTO,FAIS LA POULE,no id
2007,19,NZH,PRINCESS,no id
2007,20,FAF LARAGE,TA MEUF (LA CAILLE),no id
2007,21,HOLLY DOLLY,DOLLY SONG,no id
2007,22,CHRISTOPHE WILLEM,JACQUES A DIT,no id
2007,23,CASCADA,EVERYTIME WE TOUCH,no id
2007,24,NELLY FURTADO,SAY IT RIGHT,no id
2007,25,SHYM,VICTOIRE,no id
2007,26,SEAN KINGSTON,BEAUTIFUL GIRLS,no id
2007,27,BEYONCE & SHAKIRA,BEAUTIFUL LIAR,no id
2007,28,JOHNNY HALLYDAY,ALWAYS,no id
2007,29,JENIFER,TOURNER MA PAGE,no id
2007,30,AKON & EMINEM,SMACK THAT,no id
2007,31,NELLY FURTADO,ALL GOOD THINGS (COME TO AN END),no id
2007,32,FAUDEL,MON PAYS,no id
2007,33,JULIEN DORE,MOI...LOLITA,no id
2007,34,AVRIL LAVIGNE,GIRLFRIEND,no id
2007,35,ALEX GAUDINO,DESTINATION CALABRIA,no id
2007,36,BEBE LILLY,LES COW-BOYS,no id
2007,37,DAVID VENDETTA,UNIDOS PARA LA MUSICA,no id
2007,38,TOKIO HOTEL,UBERS ENDE DER WELT - READY SET GO,no id
2007,39,AMEL BENT,NOUVEAU FRANCAIS,no id
2007,40,GWEN STEFANI,THE SWEET ESCAPE,no id
2007,41,LES DEESSES,ON A CHANGE,no id
2007,42,MONDOTEK,ALIVE,no id
2007,43,PAKITO,ARE U READY ?,no id
2007,44,MELISSA M,ELLE,no id
2007,45,BLACK MAMBA,GHETTO MILLIONNAIRE,no id
2007,46,RIHANNA,UMBRELLA,no id
2007,47,MEDHY CUSTOS,ELLES DEMANDENT,no id
2007,48,TOKIO HOTEL,DURCH DEN MONSUN,no id
2007,49,TRYO,DESOLE POUR HIER SOIR,no id
2007,50,CELINE DION,ET SIL NEN RESTAIT QUUNE (JE SERAIS CELLE-LA),no id
2007,51,MIKA,LOVE TODAY,no id
2007,52,TONY PARKER,BALANCE-TOI,no id
2007,53,DAVID GUETTA,BABY WHEN THE LIGHT,no id
2007,54,ENUR/FEAT NATASJA,CALABRIA (2007),no id
2007,55,CLARA MORGANE,SEXY GIRL,no id
2007,56,JUSTIN TIMBERLAKE,WHAT GOES AROUND... COMES AROUND,no id
2007,57,FLORABELLE ET SES AMIS,LALPHABET EN CHANTANT,no id
2007,58,CHARLOTTE AUX FRAISES,RIEN QUE DU BONHEUR,no id
2007,59,SHANNA,IL EST INTERDIT...,no id
2007,60,MAGIC SYSTEM,KI DIT MIE,no id
2007,61,CHRISTOPHE MAE,PARCE QUON SAIT JAMAIS,no id
2007,62,LORIE,JE VAIS VITE,no id
2007,63,FALL OUT BOY,"THIS AINT A SCENE, ITS AN ARMS RACE",no id
2007,64,SANDI THOM,I WISH I WAS A PUNK ROCKER (WITH FLOWERS IN MY HAIR),no id
2007,65,YANNICK NOAH,DESTINATION AILLEURS,no id
2007,66,THIERRY AMIEL,COEUR SACRE,no id
2007,67,ALICIA KEYS,NO ONE,no id
2007,68,SUPERBUS,LOLA,no id
2007,69,MOKOBE,CEST DANS LA JOIE,no id
2007,70,TIMBALAND,GIVE IT TO ME,no id
2007,71,KAOLIN,PARTONS VITE,no id
2007,72,AARON,U-TURN (LILI),no id
2007,73,BOB SINCLAR & CUTEE B,SOUND OF FREEDOM (EVERYBODYS FREE),no id
2007,74,ZAZIE,JE SUIS UN HOMME,no id
2007,75,JULIE ZENATTI,TANGO (PRINCESSE),no id
2007,76,BEBE LILLY,MON MEGAMIX A MOI,no id
2007,77,TOKIO HOTEL,SPRING NICHT,no id
2007,78,THE PUSSYCAT DOLLS,I DON T NEED A MAN,no id
2007,79,NADIYA,AMIES ENNEMIES,no id
2007,80,YVES LAROCK,RISE UP,no id
2007,81,CHRISTOPHE MAE,ON S ATTACHE,no id
2007,82,FAF LARAGE,PAS LE TEMPS,no id
2007,83,AKON,DON T MATTER,no id
2007,84,SILLY,BOUM BOUM,no id
2007,85,KAMINI,JSUIS BLANC,no id
2007,86,VICTORIA,LE HEROS DUN AUTRE,no id
2007,87,BRITNEY SPEARS,GIMME MORE,no id
2007,88,DIAM'S,MA FRANCE A MOI,no id
2007,89,ERIC PRYDZ VS FLOYD,PROPER EDUCATION,no id
2007,90,SUPERBUS,BUTTERFLY,no id
2007,91,50 CENT,AYO TECHNOLOGY,no id
2007,92,TINO ROSSI,PETIT PAPA NOEL,no id
2007,93,ALEXANDRA LUCCI,LE DESTIN DE LISA,no id
2007,94,ILONA MITRECEY,CHIQUITAS,no id
2007,95,EMMANUEL MOIRE,LE SOURIRE,no id
2007,96,KAT DELUNA,WHINE UP,no id
2007,97,BEBE LILLY,LES PIRATES,no id
2007,98,VITAA,A FLEUR DE TOI,no id
2007,99,TEO VIDIGAL,LE FOOT DE RUE,no id
2007,100,TITOU LE LAPINOU,LES GROS MOTS DES TOUT-PETITS,no id
2008,1,ENRIQUE IGLESIAS & NADIYA,TIRED OF BEING SORRY (LAISSE LE DESTIN L'EMPORTER),no id
2008,2,WILLIAM BALDE,RAYON DE SOLEIL,no id
2008,3,SHERYFA LUNA,IL AVAIT LES MOTS,no id
2008,4,MADCON,BEGGIN,no id
2008,5,LAURENT WOLF,NO STRESS,no id
2008,6,DAVID TAVARE,HOT SUMMER NIGHT (OH LA LA LA),no id
2008,7,DUFFY,MERCY,no id
2008,8,FATAL BAZOOKA,PARLE A MA MAIN,no id
2008,9,MONDOTEK,ALIVE,no id
2008,10,MAGIC SYSTEM,ZOUGLOU DANCE JOIE DE VIVRE,no id
2008,11,ZAHO,C'EST CHELOU,no id
2008,12,MADONNA,4 MINUTES,no id
2008,13,DISCOBITCH,C'EST BEAU LA BOURGEOISIE,no id
2008,14,YAEL NAIM,NEW SOUL,no id
2008,15,KIDTONIK,ALLER PLUS LOIN,no id
2008,16,BASSHUNTER FEAT DJ MENTAL THEO'S BAZZHEADZ,NOW YOU'RE GONE,no id
2008,17,MARC ANTOINE,TANT BESOIN DE TOI,no id
2008,18,GURU JOSH PROJECT,INFINITY 2008,no id
2008,19,MATHIEU EDWARD & SHERYFA LUNA,COMME AVANT,no id
2008,20,THE PUSSYCAT DOLLS,WHEN I GROW UP,no id
2008,21,FREDERIC LERNER,PLUS LA,no id
2008,22,MYLENE FARMER,DEGENERATION,no id
2008,23,CH'TI DJ,"HE, BILOUTE ! MONTE L'SON ! HEIN !",no id
2008,24,TOKIO HOTEL,AN DEINER SEITE (ICH BIN DA),no id
2008,25,JAKARTA,ONE DESIRE,no id
2008,26,PAULINE,ALLO LE MONDE,no id
2008,27,KAT DELUNA,RUN THE SHOW,no id
2008,28,BRITNEY SPEARS,WOMANIZER,no id
2008,29,AMY MACDONALD,THIS IS THE LIFE,no id
2008,30,JOHNNY HALLYDAY,CA N'FINIRA JAMAIS,no id
2008,31,DIM CHRIS,S*CKER,no id
2008,32,MYLENE FARMER,APPELLE MON NUMERO,no id
2008,33,MELISSA M,CETTE FOIS,no id
2008,34,KATY PERRY,I KISSED A GIRL,no id
2008,35,STANISLAS,LE MANEGE,no id
2008,36,PATRICK SEBASTIEN,AH... SI TU POUVAIS FERMER TA GUEULE,no id
2008,37,ESTELLE,AMERICAN BOY,no id
2008,38,JESSY MATADOR,DECALE GWADA,no id
2008,39,BRICK AND LACE,LOVE IS WICKED,no id
2008,40,SINIK,JE REALISE,no id
2008,41,LOUISY JOSEPH,ASSIS PAR TERRE,no id
2008,42,LEONA LEWIS,BLEEDING LOVE,no id
2008,43,COLDPLAY,VIVA LA VIDA,no id
2008,44,LAURENT WOLF,WASH MY WORLD,no id
2008,45,CASCADA,WHAT HURTS THE MOST,no id
2008,46,ONE REPUBLIC,APOLOGIZE,no id
2008,47,LORIE,JE VAIS VITE,no id
2008,48,ALICIA KEYS,NO ONE,no id
2008,49,RIHANNA,DISTURBIA,no id
2008,50,JENIFER,TOURNER MA PAGE,no id
2008,51,SEPTEMBER,CRY FOR YOU,no id
2008,52,YELLE,A CAUSE DES GARCONS,no id
2008,53,SHERYFA LUNA,QUELQUE PART,no id
2008,54,MADONNA,GIVE IT 2 ME,no id
2008,55,M POKORA,DANGEROUS,no id
2008,56,LISA,DROLE DE CREEPIE,no id
2008,57,BEBE BILLY,LA CHANGA,no id
2008,58,DAVID GUETTA & CHRIS WILLIS,TOMORROW CAN WAIT,no id
2008,59,YELLE,JE VEUX TE VOIR,no id
2008,60,AKON,RIGHT NOW (NA NA NA),no id
2008,61,JONAS BROTHERS,S.O.S,no id
2008,62,RIHANNA,TAKE A BOW,no id
2008,63,ENRIQUE IGLESIAS,DO YOU KNOW ? (THE PING PONG SONG),no id
2008,64,BEBE LILLY,DANS L'ESPACE,no id
2008,65,RIHANNA,DON'T STOP THE MUSIC,no id
2008,66,MARC ANTOINE,COMME IL SE DOIT,no id
2008,67,FANNY J,ANCREE A TON PORT,no id
2008,68,PINK,SO WHAT,no id
2008,69,DAVID GUETTA,DELIRIOUS,no id
2008,70,CLEOPATRE / SOFIA ESSAIDI,FEMME D'AUJOURD'HUI,no id
2008,71,SOPRANO,FERME LES YEUX ET IMAGINE TOI,no id
2008,72,MICKY GREEN,OH !,no id
2008,73,LADY GAGA,JUST DANCE,no id
2008,74,KIDTONIK,LEFT & RIGHT,no id
2008,75,ZAHO,LA ROUE TOURNE,no id
2008,76,KAT DELUNA,WHINE UP,no id
2008,77,KELLY ROWLAND,WORK,no id
2008,78,DEMON ONE,J'ETAIS COMME EUX,no id
2008,79,GABRIELLA CILMI,SWEET ABOUT ME,no id
2008,80,BEYONCE,IF I WHERE A BOY,no id
2008,81,CHRIS BROWN,WITH YOU,no id
2008,82,KYLIE MINOGUE,IN MY ARMS,no id
2008,83,STAR ACADEMY 8,CHANTE,no id
2008,84,QUENTIN MOSIMANN,IL Y A JE T'AIME ET JE T'AIME,no id
2008,85,CHRISTOPHE MAE,BELLE DEMOISELLE,no id
2008,86,GREGORY LEMARCHAL,RESTONS AMIS,no id
2008,87,BEBE LILLY,LE SUPER MEGAMIX,no id
2008,88,RIHANNA,HATE THAT I LOVE YOU,no id
2008,89,JULIEN DORE,LES LIMITES,no id
2008,90,LES DEESSES,SAVEURS EXOTIQUES,no id
2008,91,HELENE SEGARA & BRUNO PELLETIER,LA MOITIE DE NOUS,no id
2008,92,LYNNSHA,JE VEUX QUE TU ME MENTES,no id
2008,93,MATHIEU EDWARD,ENTRE TOI ET MOI,no id
2008,94,QUENTIN MOSIMANN,CHERCHEZ LE GARCON,no id
2008,95,LENNY KRAVITZ,I'LL BE WAITING,no id
2008,96,JENIFER,COMME UN HIC,no id
2008,97,DUFFY,WARWICK AVENUE,no id
2008,98,CHRISTOPHE WILLEM,DISCO,no id
2008,99,STANISLAS,LA BELLE DE MAI,no id
2008,100,HAPPY & FAX,"MI CHUI CH'TI, ET TI ?",no id
2009,1,HELMUT FRITZ,CA M'ENERVE,no id
2009,2,MAGIC SYSTEM & KHALED,MEME PAS FATIGUE !!!,no id
2009,3,MIKELANGELO LOCONTE,TATOUE-MOI,no id
2009,4,LADY GAGA,POKER FACE,no id
2009,5,ENRIQUE IGLESIAS,TAKIN BACK MY LOVE,no id
2009,6,JENA LEE,JAIMERAIS TELLEMENT,no id
2009,7,PITBULL,I KNOW YOU WANT ME (CALLE OCHO),no id
2009,8,TOM FRAGER,LADY MELODY,no id
2009,9,THE PUSSYCAT DOLLS,I HATE THIS PART,no id
2009,10,CHARLIE WINSTON,LIKE A HOBO,no id
2009,11,PEPS,LIBERTA,no id
2009,12,COLLECTIF METISSE,LAISSE-TOI ALLER BEBE,no id
2009,13,MYLENE FARMER,C'EST DANS LAIR,no id
2009,14,BISSO NA BISSO,SHOW CE SOIR,no id
2009,15,EDWARD MAYA & VIKA JIGULINA,STEREO LOVE,no id
2009,16,DAVID GUETTA & AKON,SEXY BITCH,no id
2009,17,THE BLACK EYED PEAS,BOOM BOOM POW,no id
2009,18,GRAND GALOP,HELLO WORLD (BOF),no id
2009,19,MADONNA,CELEBRATION,no id
2009,20,DAVID GUETTA & KELLY ROWLAND,WHEN LOVE TAKES OVER,no id
2009,21,THE PUSSYCAT DOLLS,JAI HO (YOU ARE MY DESTINY),no id
2009,22,BRITNEY SPEARS,WOMANIZER,no id
2009,23,STANISLAS & CALOGERO,LA DEBACLE DES SENTIMENTS,no id
2009,24,MYLENE FARMER,SI J'AVAIS AU MOINS...,no id
2009,25,JAMES MORRISON,BROKEN STRINGS,no id
2009,26,OCEAN DRIVE & DJ ORISKA,SOME PEOPLE (TON DESIR),no id
2009,27,THE BLACK EYED PEAS,I GOTTA FEELING,no id
2009,28,OCEAN DRIVE & DJ ORISKA,WITHOUT YOU (PERDUE SANS TOI),no id
2009,29,AGNES,REALISE (RELEASE ME),no id
2009,30,PATRICK SEBASTIEN,AH... SI TU POUVAIS FERMER TA GUEULE,no id
2009,31,FLO RIDA FEAT KE$HA,RIGHT ROUND,no id
2009,32,SHYM,SI TU SAVAIS,no id
2009,33,LADY GAGA,LOVEGAME,no id
2009,34,GURU JOSH PROJECT,INFINITY 2008,no id
2009,35,CHRISTOPHE MAE,MON P'TIT GARS,no id
2009,36,ALESHA DIXON,THE BOY DOES NOTHING,no id
2009,37,CASCADA,EVACUATE THE DANCEFLOOR,no id
2009,38,KID CUDI & CROOKERS,DAY N NITE,no id
2009,39,THE BLACK EYED PEAS,MEET ME HALFWAY,no id
2009,40,JESSY MATADOR,MINI KAWOULE,no id
2009,41,BEYONCE,IF I WHERE A BOY,no id
2009,42,FRANCKY VINCENT,TU VEUX MON ZIZI...,no id
2009,43,KATY PERRY,HOT N COLD,no id
2009,44,COEUR DE PIRATE,COMME DES ENFANTS,no id
2009,45,THE PUSSYCAT DOLLS,"HUSH HUSH, HUSH HUSH",no id
2009,46,CRAZY FROG,DADDY DJ,no id
2009,47,KIDTONIK,JUSQU'AU BOUT,no id
2009,48,RIO,SHINE ON,no id
2009,49,MYLENE FARMER,SEXTONIK,no id
2009,50,RIHANNA,RUSSIAN ROULETTE,no id
2009,51,SHERYFA LUNA,CE QU'ILS AIMENT,no id
2009,52,KATY PERRY,THINKING OF YOU,no id
2009,53,SHERYFA LUNA,SI TU N'ETAIS PLUS LA,no id
2009,54,HELMUT FRITZ,MISS FRANCE,no id
2009,55,LILY ALLEN,FUCK YOU,no id
2009,56,BRANDY,RIGHT HERE (DEPARTED),no id
2009,57,SUPERBUS,ADDICTIONS,no id
2009,58,CLEOPATRE,L'ACCORD,no id
2009,59,BEBE LILLY,MEME PAS PEUR,no id
2009,60,LYLLOO,DOU DI DAM,no id
2009,61,PINK,SO WHAT,no id
2009,62,CHARLIE WINSTON,IN YOUR HANDS,no id
2009,63,PASCAL OBISPO,LE DRAPEAU,no id
2009,64,SIXCO,LA MUSIQUE DANS LA PEAU,no id
2009,65,LAURENT WOLF,SEVENTIES,no id
2009,66,LADY GAGA,EH EH (NOTHING ELSE I CAN SAY),no id
2009,67,MILOW,AYO TECHNOLOGY,no id
2009,68,NAJOUA BELYZEL,LA BIENVENUE,no id
2009,69,AKON,I'M SO PAID,no id
2009,70,AKON,RIGHT NOW (NA NA NA),no id
2009,71,MARIAH CAREY,OBSESSED,no id
2009,72,LAURENT WOLF,WALK THE LINE-REMIX,no id
2009,73,SARAH MICHELLE,JE VEUX VIVRE,no id
2009,74,QUENTIN MOSIMANN,IL Y A JE T'AIME ET JE T'AIME,no id
2009,75,ANTOINE CLAMARAN,GOLD,no id
2009,76,SHERYFA LUNA,JE REVIENDRAI,no id
2009,77,BOF,LITTLE SISTER,no id
2009,78,MIKA,RAIN,no id
2009,79,KING KUDURO & OBED,IL FAUT DANSER,no id
2009,80,KIDTONIK,LE MEGAMIX,no id
2009,81,MADCON,BEGGIN,no id
2009,82,EMMANUEL MOIRE,ADULTE & SEXY,no id
2009,83,EMINEM,WE MADE YOU,no id
2009,84,COLLECTIF METISSE,ON NEST PAS COUCHE !,no id
2009,85,U2,MAGNIFICENT,no id
2009,86,U2,GET ON YOUR BOOTS,no id
2009,87,BEIRUT,MARCH OF THE ZAPOTEC,no id
2009,88,FLO RIDA & WYNTER,SUGAR,no id
2009,89,PARAMORE,DECODE,no id
2009,90,ROBBIE WILLIAMS,BODIES,no id
2009,91,CIDINHO & DOCA,RAP DAS ARMAS,no id
2009,92,LADY GAGA,PAPARAZZI,no id
2009,93,DISCOBITCH,C'EST BEAU LA BOURGEOISIE,no id
2009,94,TAYLOR SWIFT,LOVE STORY,no id
2009,95,PATRICK SEBASTIEN,ON VOUDRAIT DES SOUS,no id
2009,96,CIARA & JUSTIN TIMBERLAKE,LOVE SEX MAGIC,no id
2009,97,MARIAH CAREY,I WANT TO KNOW WHAT LOVE IS,no id
2009,98,KENZA FARAH,J'ESSAIE ENCORE,no id
2009,99,TOKIO HOTEL,AUTOMATISCH,no id
2009,100,MYLENE FARMER,APPELLE MON NUMERO,no id
2010,1,RENE LA TAUPE,MIGNON MIGNON,no id
2010,2,SHAKIRA FEATURING FRESHLYGROUND,WAKA WAKA (THIS TIME FOR AFRICA) (THE 2010 OFFICIAL FIFA WORLD CUP SONG),no id
2010,3,STROMAE,ALORS ON DANSE,no id
2010,4,JUSTIN BIEBER,BABY,no id
2010,5,CHRISTOPHE MAE,DINGUE DINGUE DINGUE,no id
2010,6,MYLENE FARMER,OUI MAIS... NON,no id
2010,7,JESSY MATADOR,ALLEZ OLA OLE,no id
2010,8,K'NAAN FEAT FEFE,WAVIN FLAG,no id
2010,9,KESHA,TIK TOK,no id
2010,10,COEUR DE PIRATE,POUR UN INFIDELE,no id
2010,11,LADY GAGA,BAD ROMANCE,no id
2010,12,YOLANDA BE COOL,WE NO SPEAK AMERICANO,no id
2010,13,COLLECTIF METISSE,DEBOUT POUR DANSER,no id
2010,14,INNA,AMAZING,no id
2010,15,EDWARD MAYA FEATURING VIKA JIGULINA,STEREO LOVE,no id
2010,16,ISRAEL KAMAKAWIWOOLE,OVER THE RAINBOW,no id
2010,17,RIHANNA,ONLY GIRL (IN THE WORLD),no id
2010,18,TAIO CRUZ,BREAK YOUR HEART,no id
2010,19,EDWARD MAYA FEATURING VIKA JIGULINA,THIS IS MY LIFE,no id
2010,20,KATY PERRY,CALIFORNIA GURLS,no id
2010,21,MOHOMBI,BUMPY RIDE,no id
2010,22,INNA,HOT,no id
2010,23,LUCENZO,VEM DANCAR KUDURO,no id
2010,24,JENA LEE,JAIMERAIS TELLEMENT,no id
2010,25,DAVID GUETTA,GETTIN OVER YOU,no id
2010,26,ENRIQUE IGLESIAS,I LIKE IT,no id
2010,27,RENE LA TAUPE,TU PARLES TROP,no id
2010,28,DAVID GUETTA,MEMORIES,no id
2010,29,THE BLACK EYED PEAS,MEET ME HALFWAY,no id
2010,30,LADY GAGA,TELEPHONE,no id
2010,31,LADY GAGA,ALEJANDRO,no id
2010,32,OMAR ET FRED,BLEU BLANC ROUGE,no id
2010,33,KATY PERRY & TIMBALAND,IF WE EVER MEET AGAIN,no id
2010,34,JENA LEE,JE ME PERDS,no id
2010,35,EMINEM,LOVE THE WAY YOU LIE,no id
