année,rang,artiste,titre,id_spotify
2019,182,PLK,MONÉGASQUE,no id
2019,183,MAJOR LAZER FEAT. J BALVIN & EL ALFA,QUE CALOR,no id
2019,184,LAUREN DAIGLE,YOU SAY,no id
2019,185,LOMEPAL FEAT. ORELSAN,LA VÉRITÉ,no id
2019,186,PNL,COEURS,no id
2019,187,AYA NAKAMURA,DJADJA,no id
2019,188,NAPS FEAT. HEUSS L'ENFOIRÉ,RAPPELLE-TOI,no id
2019,189,100 BLAZE FEAT. KOBA LAD,BINKS,no id
2019,190,MHD FEAT. DADJU,BÉBÉ,no id
2019,191,BILLIE EILISH,WHEN THE PARTY'S OVER,no id
2019,192,KAZA,HRTBRK #2,no id
2019,193,ED SHEERAN,PERFECT,no id
2019,194,HAMZA FEAT. SCH,HS,no id
2019,195,NEKFEU,VOYAGE LÉGER,no id
2019,196,MAROON 5,MEMORIES,no id
2019,197,ANGÈLE,OUI OU NON,no id
2019,198,HORNET LA FRAPPE FEAT. NINHO,SHEITANA,no id
2019,199,POST MALONE,WOW.,no id
2019,200,AMIR,LONGTEMPS,no id
2020,1,"JUL FEAT. SCH, NAPS, KOFS, ELAMS, SOLDA, HOUARI & SOSO MANES",BANDE ORGANISÉE,no id
2020,2,THE WEEKND,BLINDING LIGHTS,no id
2020,3,HATIK,ANGELA,no id
2020,4,TONES AND I,DANCE MONKEY,no id
2020,5,NINHO,LETTRE À UNE FEMME,no id
2020,6,GRADUR FEAT. HEUSS L'ENFOIRÉ,NE REVIENS PAS,no id
2020,7,BOSH,DJOMB,no id
2020,8,SAINT JHN,ROSES,no id
2020,9,MAES FEAT. BOOBA,BLANCHE,no id
2020,10,MAES FEAT. NINHO,DISTANT,no id
2020,11,DADJU FEAT. NINJO,GRAND BAIN,no id
2020,12,MAES FEAT. JUL,DYBALA,no id
2020,13,NAPS FEAT. NINHO,6.3,no id
2020,14,SOOLKING FEAT. DADJU,MELEGIM,no id
2020,15,HEUSS L'ENFOIRÉ FEAT. JUL,MOULAGA,no id
2020,16,MASTER KG FEAT. BURNA BOY & NOMCEBO ZIKODE,JERUSALEMA,no id
2020,17,KAROL G & NICKI MINAJ,TUSA,no id
2020,18,AYA NAKAMURA,JOLIE NANA,no id
2020,19,NEA,SOME SAY,no id
2020,20,4KEUS FEAT. NISKA,MD,no id
2020,21,REGARD,RIDE IT,no id
2020,22,NAZA FEAT. NISKA,JOLI BÉBÉ,no id
2020,23,HATIK FEAT. JOK'AIR,LA MEILLEURE,no id
2020,24,RODDY RICCH,THE BOX,no id
2020,25,WEJDENE,ANISSA,no id
2020,26,NINHO,LA VIE QU'ON MÈNE,no id
2020,27,DABABY FEAT. RODDY RICCH,ROCKSTAR,no id
2020,28,AYA NAKAMURA,40%,no id
2020,29,"BLACK EYED PEAS, OZUNA & J. REY SOUL",MAMACITA,no id
2020,30,GAMBI FEAT. HEUSS L'ENFOIRÉ,DANS L'ESPACE,no id
2020,31,BOOBA FEAT. ZED,JAUNÉ,no id
2020,32,NINHO,ZIPETTE,no id
2020,33,FRANGLISH FEAT. TORY LANEZ,MY SALSA,no id
2020,34,"GLK FEAT. LANDY, DA UZI & HORNET LA FRAPPE",93% (TIJUANA),no id
2020,35,VITAA & SLIMANE,AVANT TOI,no id
2020,36,DUA LIPA,DON'T START NOW,no id
2020,37,JUL,SOUSOU,no id
2020,38,BAKERMAT,BAIANÁ,no id
2020,39,JAWSH 685 & JASON DERULO,SAVAGE LOVE (LAXED - SIREN BEAT),no id
2020,40,DOJA CAT,SAY SO,no id
2020,41,BOLÉMVN & MAES,10K,no id
2020,42,TOPIC FEAT. A7S,BREAKING ME,no id
2020,43,OBOY,CABEZA,no id
2020,44,ANGÈLE,OUI OU NON,no id
2020,45,UZI,À LA FÊTE,no id
2020,46,GAMBI,POPOPOP,no id
2020,47,TREVOR DANIEL,FALLING,no id
2020,48,SURF MESA FEAT. EMILEE,ILY,no id
2020,49,TAYC,N'Y PENSE PLUS,no id
2020,50,IMEN ES FEAT. ALONZO,1ÈRE FOIS,no id
2020,51,NAZA,LOIN DE MOI,no id
2020,52,BILLIE EILISH,BAD GUY,no id
2020,53,GRAND CORPS MALADE & CAMILLE LELLOUCHE,MAIS JE T'AIME,no id
2020,54,PLK & HAMZA,PILOTE,no id
2020,55,POWFU FEAT. BEABADOOBEE,DEATH BED,no id
2020,56,THE BLACK EYED PEAS & J BALVIN,RITMO (BAD BOYS FOR LIFE),no id
2020,57,47TER,CÔTE OUEST,no id
2020,58,LETO,MACARONI,no id
2020,59,MAES,STREET,no id
2020,60,DRIPREPORT,SKECHERS,no id
2020,61,ARIZONA ZERVAS,ROXANNE,no id
2020,62,MAROON 5,MEMORIES,no id
2020,63,JUL,ITALIA,no id
2020,64,OFENBACH & QUARTERHEAD FEAT. NORMA JEAN MARTINE,HEAD SHOULDERS KNEES & TOES,no id
2020,65,DRAKE,TOOSIE SLIDE,no id
2020,66,DUA LIPA,PHYSICAL,no id
2020,67,24KGOLDN FEAT. IANN DIOR,MOOD,no id
2020,68,MISTER V FEAT. PLK,JAMAIS,no id
2020,69,SHAED,TRAMPOLINE,no id
2020,70,SOSO MANESS,SO MANESS,no id
2020,71,THE WEEKND,IN YOUR EYES,no id
2020,72,NINHO FEAT. DAMSO,PROMO,no id
2020,73,DA UZI FEAT. NINHO,CROIS-MOI,no id
2020,74,HORNET LA FRAPPE,CALUMET,no id
2020,75,LEWIS CAPALDI,SOMEONE YOU LOVED,no id
2020,76,HARRY STYLES,WATERMELON SUGAR,no id
2020,77,MAJOR LAZER FEAT. J BALVIN & EL ALFA,QUE CALOR,no id
2020,78,LIL NAS X,OLD TOWN ROAD,no id
2020,79,AYA NAKAMURA,POOKIE,no id
2020,80,BRAMSITO FEAT. NISKA,CRIMINEL,no id
2020,81,AVA MAX,KINGS & QUEENS,no id
2020,82,SHAWN MENDES & CAMILA CABELLO,SEÑORITA,no id
2020,83,LOMEPAL,TROP BEAU,no id
2020,84,POP SMOKE,DIOR,no id
2020,85,MAC TYER FEAT. NINHO,MOTO,no id
2020,86,DUA LIPA FEAT. ANGÈLE,FEVER,no id
2020,87,NINHO FEAT. NISKA,MAMAN NE LE SAIT PAS,no id
2020,88,NINHO,FILON,no id
2020,89,LEWIS CAPALDI,BEFORE YOU GO,no id
2020,90,WEJDENE,COCO,no id
2020,91,NINHO FEAT. HÖS COPPERFIELD,PIRATE,no id
2020,92,ANGÈLE,BALANCE TON QUOI,no id
2020,93,GAMBI,MACINTOSH,no id
2020,94,TRAVIS SCOTT,HIGHEST IN THE ROOM,no id
2020,95,HAMZA FEAT. DAMSO,GOD BLESS,no id
2020,96,JUL,JCVD,no id
2020,97,NINHO,GOUTTE D'EAU,no id
2020,98,PLK,C'EST MORT,no id
2020,99,LETO FEAT. PLK,TRAIN DE VIE,no id
2020,100,BILLIE EILISH,EVERYTHING I WANTED,no id
2020,101,DADJU,BOBO AU COEUR,no id
2020,102,DJ SNAKE & J. BALVIN FEAT. TYGA,LOCO CONTIGO,no id
2020,103,LADY GAGA & BRADLEY COOPER,SHALLOW,no id
2020,104,HATIK,PRISON POUR MINEURS,no id
2020,105,LARRY FEAT. RK,WOIN WOIN,no id
2020,106,MAES,DRAGOVIC,no id
2020,107,ROBIN SCHULZ FEAT. ALIDA,IN YOUR EYES,no id
2020,108,AYA NAKAMURA,DJADJA,no id
2020,109,NISKA,BÂTIMENT,no id
2020,110,TONES AND I,NEVER SEEN THE RAIN,no id
2020,111,NEKFEU FEAT. VANESSA PARADIS,DANS L'UNIVERS,no id
2020,112,FUTURE FEAT. DRAKE,LIFE IS GOOD,no id
2020,113,SIFAX & SOFIANE,MECS DE CITÉS,no id
2020,114,POP SMOKE FEAT. LIL BABY & DABABY,FOR THE NIGHT,no id
2020,115,GAMBI,HÉ OH,no id
2020,116,PNL,AU DD,no id
2020,117,SCH FEAT. NINHO,MAYDAY,no id
2020,118,VITAA & SLIMANE,ÇA VA ÇA VIENT,no id
2020,119,NINHO,LA PUERTA,no id
2020,120,"MEDUZA, BECKY HILL & GOODBOYS",LOSE CONTROL,no id
2020,121,MOHA LA SQUALE,MA BELLE,no id
2020,122,DUA LIPA,BREAK MY HEART,no id
2020,123,TROIS CAFÉS GOURMANDS,À NOS SOUVENIRS,no id
2020,124,JUL,FOLIE,no id
2020,125,NINHO FEAT. GRIFF,EVERY DAY,no id
2020,126,DAMSO FEAT. HAMZA,BXL ZOO,no id
2020,127,ROBIN SCHULZ & WES,ALANE,no id
2020,128,VEGEDREAM FEAT. NINHO,ELLE E2T BONNE SA MÈRE,no id
2020,129,MAÎTRE GIMS & STING,RESTE,no id
2020,130,DADJU FEAT. TIAKOLA,DIEU MERCI,no id
2020,131,MISTER V FEAT. JUL,PIRELLI,no id
2020,132,DADJU,COMPLIQUÉ,no id
2020,133,PLK & NISKA,ON SAIT JAMAIS,no id
2020,134,NINHO,M.I.L.S 3,no id
2020,135,MAES,IMPARFAIT,no id
2020,136,INTERNET MONEY & GUNNA FEAT. DON TOLIVER & NAV,LEMONADE,no id
2020,137,LUCKY LUKE,COOLER THAN ME,no id
2020,138,CAMÉLIA JORDANA,FACILE,no id
2020,139,NINHO,PUTANA,no id
2020,140,DADJU,MA VIE,no id
2020,141,BOOBA,DOLCE VITA,no id
2020,142,SOPRANO,NINJA,no id
2020,143,ZOLA,BRO BRO,no id
2020,144,DAMSO,DEUX TOILES DE MER,no id
2020,145,AVA MAX,SALT,no id
2020,146,KAZA,DANS TES YEUX,no id
2020,147,TIMAL FEAT. MAES,AILLEURS,no id
2020,148,MACKLEMORE & RYAN LEWIS FEAT. RAY DALTON,CAN'T HOLD US,no id
2020,149,NEKFEU FEAT. DAMSO,TRICHEUR,no id
2020,150,ED SHEERAN,SHAPE OF YOU,7oJa8bPFKVbq4c7NswXHw8
2020,151,PLK,UN PEU DE HAINE,no id
2020,152,ZOLA,WOW,no id
2020,153,SURFACES,SUNDAY BEST,no id
2020,154,HAMZA FEAT. GAMBI,GASOLINA,no id
2020,155,JORJA SMITH FEAT. BURNA BOY,BE HONEST,no id
2020,156,TOM GREGORY,FINGERTIPS,no id
2020,157,KOBA LAD FEAT. MAES & ZED,COFFRE PLEIN,no id
2020,158,QUEEN,BOHEMIAN RHAPSODY,no id
2020,159,NAPS,CARRÉ VIP,no id
2020,160,NISKA FEAT. BOOBA,MÉDICAMENT,no id
2020,161,NISKA,SILICONÉ,no id
2020,162,ANGÈLE FEAT. ROMÉO ELVIS,TOUT OUBLIER,no id
2020,163,JUSTIN BIEBER,YUMMY,no id
2020,164,NEKFEU FEAT. NEMIR,ELLE PLEUT,no id
2020,165,RAY DALTON,IN MY BONES,no id
2020,166,47TER,ON AVAIT DIT,no id
2020,167,PLK,PROBLÈMES,no id
2020,168,CARDI B FEAT. MEGAN THEE STALLION,WAP,no id
2020,169,M. POKORA,TOMBÉ,no id
2020,170,HEUSS L'ENFOIRÉ,ARISTOCRATE,no id
2020,171,LANDY,AUCUNE LIMITE,no id
2020,172,ZOE WEES,CONTROL,no id
2020,173,TAYC FEAT. BARACK ADAMA,"MOI, JE PROUVE.",no id
2020,174,AMEL BENT & IMEN ES,JUSQU'AU BOUT,no id
2020,175,BILLIE EILISH & KHALID,LOVELY,no id
2020,176,NISKA FEAT. NINHO,MÉCHANT,no id
2020,177,FREEZE CORLEONE,FREEZE RAËL,no id
2020,178,SOPRANO,À NOS HÉROS DU QUOTIDIEN,no id
2020,179,MISTER V FEAT. DOSSEH,GANG,no id
2020,180,THERAPIE TAXI FEAT. ROMÉO ELVIS,HIT SALE,no id
2020,181,DAMSO,911,no id
2020,182,KAZA,HRTBRK #2,no id
2020,183,LARRY,ENFANT COMPLIQUÉ,no id
2020,184,BENEE FEAT. GUS DAPPERTON,SUPALONELY,no id
2020,185,AYA NAKAMURA FEAT. STORMZY,PLUS JAMAIS,no id
2020,186,TRAVIS SCOTT FEAT. KENDRICK LAMAR,GOOSEBUMPS,no id
2020,187,AYA NAKAMURA,DOUDOU,no id
2020,188,NINHO FEAT. YARO,LE JEU,no id
2020,189,LETO FEAT. NINHO,TES PARENTS,no id
2020,190,YARO FEAT. NINHO & PLK,MEC DE CITÉ,no id
2020,191,LOMEPAL FEAT. ROMÉO ELVIS,1000°C,no id
2020,192,NINHO,C'ÉTAIT LE RAP,no id
2020,193,LADY GAGA & ARIANA GRANDE,RAIN ON ME,no id
2020,194,NINHO,GROS VENDEURS,no id
2020,195,NEKFEU,ON VERRA,no id
2020,196,YL,VAILLANTE,no id
2020,197,JUL,POW POW,no id
2020,198,ANGÈLE,TA REINE,no id
2020,199,JOK'AIR,LAS VEGAS,no id
2020,200,GAMBI,PUFF PUFF PUFF,no id
2021,1,NAPS,LA KIFFANCE,no id
2021,2,SOSO MANESS,PETROUCHKA,no id
2021,3,OBOY,TDB,no id
2021,4,"KOFS, SOSO MANESS, ELAMS, JUL, SCH, NAPS, SOLDA, HOUARI, 13 ORGANISÉE",BANDE ORGANISÉE,no id
2021,5,LIL NAS X,MONTERO (CALL ME BY YOUR NAME),no id
2021,6,THE WEEKND,SAVE YOUR TEARS,no id
2021,7,TAYC,LE TEMPS,no id
2021,8,DUA LIPA,FEVER,no id
2021,9,ALONZO,LA SELEÇAO,no id
2021,10,BOOBA,MONA LISA,no id
2021,11,CKAY,LOVE NWANTITI,no id
2021,12,GAZO,HAINE&SEX,no id
2021,13,KOBA LAD,DADDY CHOCOLAT,no id
2021,14,ED SHEERAN,BAD HABITS,no id
2021,15,THE WEEKND,BLINDING LIGHTS,no id
2021,16,MOHA K,VROUM VROUM,no id
2021,17,THE KID LAROI,STAY,no id
2021,18,KORE & NINHO,MON POTO,no id
2021,19,THERAPIE TAXI,ETÉ 90,no id
2021,20,DUA LIPA,LEVITATING (FEAT. DABABY),no id
2021,21,TRAVIS SCOTT & HVME,GOOSEBUMPS (REMIX),no id
2021,22,NINHO,TOUT EN GUCCI,no id
2021,23,BLACK EYED PEAS,GIRL LIKE ME,no id
2021,24,KUNGS,NEVER GOING HOME,no id
2021,25,SCH,MODE AKIMBO (FEAT. JUL),no id
2021,26,LIL NAS X,INDUSTRY BABY,no id
2021,27,JUSTIN BIEBER,PEACHES,no id
2021,28,AMEL BENT,"1,2,3",no id
2021,29,JUL,"PIC ET PIC, ALCOOL ET DRAME",no id
2021,30,BAD BUNNY & JHAY CORTEZ,DÁKITI,no id
2021,31,NAPS,LA DANSE DES BANDITS,no id
2021,32,FARRUKO,PEPAS,no id
2021,33,REIK & ROCCO HUNT X ANA MENA,A UN PASO DE LA LUNA,no id
2021,34,RITON,FRIDAY,no id
2021,35,SHOUSE,LOVE TONIGHT,no id
2021,36,TONES AND I,DANCE MONKEY,no id
2021,37,MASTER KG,JERUSALEMA (FEAT. NOMCEBO ZIKODE),no id
2021,38,WERE VANA,CASANOVA,no id
2021,39,MÅNESKIN,BEGGIN',no id
2021,40,DAMSO,?. MOROSE,no id
2021,41,DADJU & ANITTA,MON SOLEIL,no id
2021,42,JUSTIN WELLINGTON,IKO IKO,no id
2021,43,LANDY,MÉDUSA,no id
2021,44,NINHO,LA VIE QU ON MENE,no id
2021,45,EVA,CŒUR NOIR,no id
2021,46,MHD,AFRO TRAP PART. 11 (KING KONG),no id
2021,47,POLO & PAN,ANI KUNI,no id
2021,48,VIANNEY,BEAU-PAPA,no id
2021,49,OBOY,CABEZA,no id
2021,50,JOÉ DWÈT FILÉ,JOLIE MADAME,no id
2021,51,PLK,PILOTE,no id
2021,52,OFENBACH,WASTED LOVE (FEAT. LAGIQUE),no id
2021,53,24KGOLDN,MOOD,no id
2021,54,NAZA FEAT. NISKA,JOLI BÉBÉ,no id
2021,55,SERGE IBAKA / NINHO,CHAMPION,no id
2021,56,DOJA CAT,KISS ME MORE,no id
2021,57,SCH,MARCHÉ NOIR,no id
2021,58,DAVID GUETTA,MEMORIES (FEAT. KID CUDI),no id
2021,59,AYA NAKAMURA,BOBO,no id
2021,60,"ELTON JOHN, DUA LIPA",COLD HEART,no id
2021,61,JUL,ALORS LA ZONE,no id
2021,62,DJADJA & DINAZ,À CŒUR OUVERT,no id
2021,63,"JUL, SCH",MOTHER FUCK,no id
2021,64,"NO LIMIT, ORELSAN, NINHO",MILLIONS,no id
2021,65,DOJA CAT,WOMAN,no id
2021,66,DUNCAN LAURENCE,ARCADE,no id
2021,67,BONEY M.,RASPUTIN,no id
2021,68,GRAND CORPS MALADE,MAIS JE T'AIME,no id
2021,69,"OZUNA, DOJA CAT & SIA",DEL MAR,no id
2021,70,GAZO,KASSAV,no id
2021,71,IMAGINE DRAGONS,FOLLOW YOU,no id
2021,72,GRAND CORPS MALADE,DERRIÈRE LE BROUILLARD,no id
2021,73,WEJDENE,JE T’AIME DE OUF,no id
2021,74,OLIVIA RODRIGO,DRIVERS LICENSE,no id
2021,75,WILLOW SAGE HART,COVER ME IN SUNSHINE,no id
2021,76,CLARA LUCIANI,LE RESTE,no id
2021,77,KENDJI GIRAC,BEBETO,no id
2021,78,NAPS,BEST LIFE,no id
2021,79,MASKED WOLF,ASTRONAUT IN THE OCEAN (REMIX),no id
2021,80,HORNET LA FRAPPE,GASOLINA (FEAT. NINHO),no id
2021,81,MARWA LOUD,BIMBO,no id
2021,82,SAINT JHN,ROSES,no id
2021,83,JOK'AIR,ELLES ONT TROP JOUÉ AVEC MON CŒUR,no id
2021,84,GLASS ANIMALS,HEAT WAVES,no id
2021,85,MAROON 5,BEAUTIFUL MISTAKES,no id
2021,86,NINHO,JEFE,no id
2021,87,HARRY STYLES,WATERMELON SUGAR,no id
2021,88,DUA LIPA,LOVE AGAIN,no id
2021,89,TOM ODELL,ANOTHER LOVE,no id
2021,90,DAMSO,911,no id
2021,91,BRUNO MARS/ANDERSON .PAAK/SILK SONIC,LEAVE THE DOOR OPEN,no id
2021,92,OLIVIA RODRIGO,GOOD 4 U,no id
2021,93,H MAGNUM,BANSKY,no id
2021,94,DADJU,DIEU MERCI,no id
2021,95,SCH,MANNSCHAFT (FEAT. FREEZE CORLEONE),no id
2021,96,BOOBA,RATPI WORLD,no id
2021,97,CJ,WHOOPTY,no id
2021,98,ADELE,EASY ON ME,no id
2021,99,KOBA LAD,COFFRE PLEIN,no id
2021,100,HATIK,ANGELA,no id
2021,101,AYA NAKAMURA,PLUS JAMAIS (FEAT. STORMZY),no id
2021,102,REGARD,RIDE IT,no id
2021,103,ROBIN SCHULZ,ALL WE GOT (FEAT. KIDDO),no id
2021,104,NATHAN EVANS,WELLERMAN,no id
2021,105,FAOUZIA (FEAT. JOHN LEGEND),MINEFIELDS,no id
2021,106,NINHO,LETTRE A UNE FEMME,no id
2021,107,ATB,YOUR LOVE (9PM),no id
2021,108,ED SHEERAN,SHIVERS,no id
2021,109,NUKA,LOVE NOT WAR (THE TAMPA BEAT),no id
2021,110,TIËSTO,THE BUSINESS,no id
2021,111,BILLIE EILISH,BAD GUY,no id
2021,112,"KALASH, GAZO",TU LE SAIS,no id
2021,113,SCH,"LA VIE DU BINKS (FEAT. HORNET LA FRAPPE, LETO, SADEK, SOPRANO)",no id
2021,114,INTERNET MONEY,LEMONADE,no id
2021,115,DJ SNAKE,SELFISH LOVE,no id
2021,116,SIA & DAVID GUETTA,FLOATING THROUGH SPACE,no id
2021,117,DADJU,GRAND BAIN,no id
2021,118,JÉRÉMY FREROT,UN HOMME,no id
2021,119,LOMEPAL,TROP BEAU,no id
2021,120,HATIK,LA MEILLEURE,no id
2021,121,NINHO,GOUTTE D’EAU,no id
2021,122,JAWSH 685,SAVAGE LOVE (LAXED - SIREN BEAT),no id
2021,123,STRANGE FRUITS MUSIC,CALABRIA (FEAT. LUJAVO & NITO-ONNA),no id
2021,124,JULIEN DORÉ,NOUS,no id
2021,125,"LANDY, NISKA",MILLIONS D'EUROS,no id
2021,126,1PLIKÉ140,LOPSA STORY,no id
2021,127,HATIK,MA P'TITE ÉTOILE,no id
2021,128,POP SMOKE,DIOR,no id
2021,129,POP SMOKE,WHAT YOU KNOW BOUT LOVE,no id
2021,130,GRADUR & FRANGLISH,TRUCS DE CHOSES (GAME OVER 3),no id
2021,131,LAYLOW,SPECIAL,no id
2021,132,LETO,MACARONI (FEAT. NINHO),no id
2021,133,LETO,VIE DE STAR (FEAT. NINHO),no id
2021,134,ZOE WEES,GIRLS LIKE US,no id
2021,135,LANDY,ENFANTS TERRIBLES,no id
2021,136,MAÎTRE GIMS,JUSQU'ICI TOUT VA BIEN,no id
2021,137,KORE X LACRIM,MANGO,no id
2021,138,BOLÉMVN,ÇA CANARDE,no id
2021,139,NAPS,6.3,no id
2021,140,OBOY,CRUEL,no id
2021,141,SDM,DADDY,no id
2021,142,THE KID LAROI,WITHOUT YOU,no id
2021,143,LOST FREQUENCIES,WHERE ARE YOU NOW (REMIX PACK),no id
2021,144,SCH,CRACK,no id
2021,145,AYA NAKAMURA,LA MACHINE,no id
2021,146,DJADJA & DINAZ,DANS LE RÉSEAU,no id
2021,147,OFENBACH,HEAD SHOULDERS KNEES AND TOES,no id
2021,148,KENDJI GIRAC,EVIDEMMENT,no id
2021,149,NEKFEU,ON VERRA,no id
2021,150,TRINIDAD CARDONA,DINERO,no id
2021,151,DAMSO,MACARENA,no id
2021,152,NINHO,ZIPETTE,no id
2021,153,FREEZE CORLEONE,FREEZE RAËL,no id
2021,154,LOUISE ATTAQUE,J'T'EMMÈNE AU VENT,no id
2021,155,MARWA LOUD,ALLO,no id
2021,156,INDOCHINE,3SEX,no id
2021,157,ZOLA FEAT. SCH,9 1 1 3,no id
2021,158,BOOBA,VVV,no id
2021,159,THE WEEKND,TAKE MY BREATH,no id
2021,160,DAMSO,?. 2 DIAMANTS,no id
2021,161,OBOY,AVEC TOI,no id
2021,162,LE CLASSICO ORGANISÉ,LE CLASSICO ORGANISÉ,no id
2021,163,MAES,DYBALA,no id
2021,164,MACKLEMORE AND RYAN LEWIS,CAN'T HOLD US (FEAT. RAY DALTON),no id
2021,165,LEWIS CAPALDI,SOMEONE YOU LOVED,no id
2021,166,NINHO,MAMAN NE LE SAIT PAS (FEAT. NISKA),no id
2021,167,ZIAK,FIXETTE,no id
2021,168,UZI,À LA FÊTE,no id
2021,169,SCH,LOUP NOIR,no id
2021,170,TAYC,N'Y PENSE PLUS,no id
2021,171,"NO LIMIT, BOSH, HEUSS L'ENFOIRÉ",OLA OLA OLA,no id
2021,172,TOM GREGORY,RATHER BE YOU,no id
2021,173,M. POKORA & DADJU,SI ON DISAIT,no id
2021,174,IMAGINE DRAGONS,BELIEVER,no id
2021,175,IMEN ES,ESSAIE ENCORE,no id
2021,176,MAES,BLANCHE,no id
2021,177,QUEEN,BOHEMIAN RHAPSODY,no id
2021,178,DADJU,AMOUR TOXIC,no id
2021,179,NINHO,VVS,no id
2021,180,DABABY,ROCKSTAR,no id
2021,181,BTS,DYNAMITE,no id
2021,182,HIRO FEAT. NINHO,A DÉCOUVERT,no id
2021,183,SASSO,ELLE VEUT,no id
2021,184,TROIS CAFÉS GOURMANDS,À NOS SOUVENIRS,no id
2021,185,LE CLASSICO ORGANISÉ,LOI DE LA CALLE,no id
2021,186,ED SHEERAN,SHAPE OF YOU,no id
2021,187,ANGÈLE,BRUXELLES JE T'AIME,no id
2021,188,LETO,MAPESSA (FEAT. TIAKOLA),no id
2021,189,SOOLKING,MELE?IM,no id
2021,190,LADY GAGA,SHALLOW,no id
2021,191,SIA,COURAGE TO CHANGE,no id
2021,192,GAZO,EUPHON,no id
2021,193,MHD,POLOLO,no id
2021,194,THERAPIE TAXI,HIT SALE (FEAT. ROMÉO ELVIS),no id
2021,195,RIM'K,COSMOS,no id
2021,196,IMANBEK & SEAN PAUL,DANCING ON DANGEROUS,no id
2021,197,VITAA & SLIMANE,AVANT TOI,no id
2021,198,FRANGLISH,MY SALSA,no id
2021,199,TAYC,COMME TOI,no id
2021,200,LAYLOW,R9R-LINE,no id
2022,1,ALONZO,TOUT VA BIEN (FEAT. NAPS & NINHO),no id
2022,2,REMA,CALM DOWN,no id
2022,3,NINHO,JEFE,no id
2022,4,SOOLKING,SUAVEMENTE,no id
2022,5,GAZO,DIE,no id
2022,6,TIMAL,FILTRÉ (FEAT. GAZO),no id
2022,7,YANNS,CLIC CLIC PAN PAN,no id
2022,8,HARRY STYLES,AS IT WAS,no id
2022,9,ZEG P,FADE UP (FEAT. HAMZA & SCH),no id
2022,10,NINHO,VVS,no id
2022,11,ROSALÍA,LA FAMA (FEAT. THE WEEKND),no id
2022,12,SOOLKING,BALADER (FEAT. NISKA),no id
2022,13,NAPS,BEST LIFE (FEAT. GIMS),no id
2022,14,KOBA LAD,DOUDOU (FEAT. NAPS),no id
2022,15,GAYLE,ABCDEFU,no id
2022,16,NAPS,LA KIFFANCE,no id
2022,17,ANGÈLE,DÉMONS (FEAT. DAMSO),no id
2022,18,CKAY,EMILIANA,no id
2022,19,ORELSAN,LA QUÊTE,no id
2022,20,JUL,J'AI TOUT SU,no id
2022,21,CAMILA CABELLO,BAM BAM (FEAT. ED SHEERAN),no id
2022,22,AYA NAKAMURA,DÉGAINE (FEAT. DAMSO),no id
2022,23,"ELTON JOHN, DUA LIPA",COLD HEART,no id
2022,24,CKAY,LOVE NWANTITI,no id
2022,25,DISIZ,RENCONTRE (FEAT. DAMSO),no id
2022,26,FARRUKO,PEPAS,no id
2022,27,IMAGINE DRAGONS,ENEMY,no id
2022,28,FRESH,CHOP (NOUVELLE ÉCOLE),no id
2022,29,ORELSAN,JOUR MEILLEUR,no id
2022,30,TIAKOLA,GASOLINA (FEAT. RSKO),no id
2022,31,GLASS ANIMALS,HEAT WAVES,no id
2022,32,TOM ODELL,ANOTHER LOVE,no id
2022,33,STROMAE,L’ENFER,no id
2022,34,OBOY,TDB,no id
2022,35,ED SHEERAN,SHIVERS,no id
2022,36,JUL,LA MISS,no id
2022,37,GAZO,CELINE 3X,no id
2022,38,GAZO,RAPPEL,no id
2022,39,GAZO,MAUVAIS 2X (FEAT. NINHO),no id
2022,40,GAMBI,PETETE,no id
2022,41,LOST FREQUENCIES,WHERE ARE YOU NOW (REMIX PACK),no id
2022,42,"KOFS, SOSO MANESS, ELAMS, JUL, SCH, NAPS, SOLDA, HOUARI, 13 ORGANISÉE",BANDE ORGANISÉE,no id
2022,43,ONE REPUBLIC,I AIN'T WORRIED,no id
2022,44,NINHO,LA VIE QU ON MENE,no id
2022,45,NINHO,VÉRITÉ,no id
2022,46,THE WEEKND,SAVE YOUR TEARS,no id
2022,47,KUNGS,CLAP YOUR HANDS,no id
2022,48,ELLEY DUHÉ,MIDDLE OF THE NIGHT,no id
2022,49,THE KID LAROI,STAY,no id
2022,50,PLK FT OBOY,ATTENTAT (FEAT. OBOY),no id
2022,51,ALONZO,TRAFICANTE,no id
2022,52,ED SHEERAN,BAD HABITS,no id
2022,53,KATE BUSH,RUNNING UP THAT HILL (A DEAL WITH GOD),no id
2022,54,RIDSA,SANTA MARIA,no id
2022,55,GAZO,MOLLY - A COLORS SHOW,no id
2022,56,JAYMES YOUNG,INFINITY,no id
2022,57,PIERRE DE MAERE,UN JOUR JE MARIERAI UN ANGE,no id
2022,58,GAZO,FLEURS (FEAT. TIAKOLA),no id
2022,59,GABRY PONTE/LUM!X/PREZIOSO,THUNDER,no id
2022,60,"PEDRO SAMPAIO, ANITTA, DADJU, MC PEDRINHO, NICKY JAM","DANÇARINA (FEAT. NICKY JAM, MC PEDRINHO)",no id
2022,61,1PLIKÉ140,CANADA,no id
2022,62,SDM,PASSAT (FEAT. MAES),no id
2022,63,JUL,SUPERSTAR,no id
2022,64,IMAGINE DRAGONS,BONES,no id
2022,65,CENTRAL CEE,DOJA,no id
2022,66,DAMSO,MACARENA,no id
2022,67,IMANBEK,BELLY DANCER (FEAT. BYOR),no id
