année,semaine,rang,artiste,titre,id_spotify
2018,20,1,Aya Nakamura,Djadja,no id
2018,20,2,Dosseh,Habitué,no id
2018,20,3,Maître Gims & Vianney,La même,no id
2018,20,4,Lartiste feat. Caroliina,Mafiosa,no id
2018,20,5,Kore & L'Algérino,Va Bene,no id
2018,20,6,Damso,Ipséité,no id
2018,20,7,Nicky Jam & J. Balvin,X,no id
2018,20,8,Dadju,Bob Marley,no id
2018,20,9,Calvin Harris & Dua Lipa,One Kiss,no id
2018,20,10,David Guetta & Sia,Flames,no id
2018,20,11,Ninho,Un Poco,no id
2018,20,12,Drake,God's Plan,no id
2018,20,13,Vald,Désaccordé,no id
2018,20,14,Maître Gims & Super Sako feat. Hayko,Mi Gna,no id
2018,20,15,Therapie TAXI feat. Roméo Elvis,Hit Sale,no id
2018,20,16,Tom Walker,Leave a Light On,no id
2018,20,17,Marwa Loud,Fallait Pas,no id
2018,20,18,Marshmello & Anne-Marie,Friends,no id
2018,20,19,"Rudimental feat. Jess Glynne, Macklemore & Dan Caplen",These Days,no id
2018,20,20,Orelsan feat. Stromae,La pluie,no id
2018,20,21,Ariana Grande,No Tears Left To Cry,no id
2018,20,22,Ninho,M.I.L.S 2.0,no id
2018,20,23,Niska,Country,no id
2018,20,24,Naps feat. Soolking,Favela,no id
2018,20,25,LARTISTE,Vai et viens,no id
2018,20,26,S.Pri Noir feat. Nekfeu,Juste pour voir,no id
2018,20,27,Alonzo,Santana,no id
2018,20,28,Vitaa feat. Claudio Capeo,Un peu de rêve,no id
2018,20,29,Madame Monsieur,Mercy,no id
2018,20,30,Drake,Nice For What,no id
2018,20,31,CHILDISH GAMBINO,This Is America,no id
2018,20,32,Dj Erise feat. Aya Nakamura,Pourquoi tu forces,no id
2018,20,33,Marwa Loud,Bad Boy,no id
2018,20,34,Dadju,Reine,no id
2018,20,35,Sofiane,Lundi,no id
2018,20,36,4Keus Gang,Le temps passe,no id
2018,20,37,KeBlack,Complètemment sonné,no id
2018,20,38,Ed Sheeran,Shape Of You,7oJa8bPFKVbq4c7NswXHw8
2018,20,39,"Cardi B, Bad Bunny & J Balvin",I Like It,no id
2018,20,40,Sean Paul & David Guetta feat. Becky G,Mad Love,no id
2018,20,41,El Profesor,Bella ciao,no id
2018,20,42,Soolking,Guerilla,no id
2018,20,43,"David Guetta, Martin Garrix & Brooks",Like I Do,no id
2018,20,44,MAÎTRE GIMS,Caméléon,no id
2018,20,45,Camila Cabello feat. Young Thug,Havana,no id
2018,20,46,LOMEPAL,Yeux disent,no id
2018,20,47,Mister V feat. Samy Ceezy,Viano,no id
2018,20,48,Marwa Loud,Billet,no id
2018,20,49,RÉMY,Bella Ciao,no id
2018,20,50,Djadja & Dinaz,J'souris,no id
2018,20,51,Timal,Arrivant,no id
2018,20,52,Dennis Lloyd,Nevermind,no id
2018,20,53,DJ Snake,Magenta Riddim,no id
2018,20,54,Kygo & Miguel,Remind Me To Forget,no id
2018,20,55,Hoshi,Ta marinière,no id
2018,20,56,Luis Fonsi & Demi Lovato,Échame La Culpa,no id
2018,20,57,Ed Sheeran,Perfect,no id
2018,20,58,Ninho,Fendi,no id
2018,20,59,"MC Fioti feat. Future, J Balvin, Stefflon Don & Juan Magan",Bum Bum Tam Tam,no id
2018,20,60,"Zedd, Maren Morris & Grey",The Middle,no id
2018,20,61,Niska,Réseaux,no id
2018,20,62,Kalash feat. Damso,Mwaka Moon,no id
2018,20,63,Maître Gims feat. Sofiane,Loup garou,no id
2018,20,64,IMAGINE DRAGONS,Whatever It Takes,no id
2018,20,65,Post Malone feat. Ty Dolla $ign,Psycho,no id
2018,20,66,KAARIS,Diarabi,no id
2018,20,67,Moha La Squale,Bandolero,no id
2018,20,68,Kendrick Lamar & SZA,All The Stars,no id
2018,20,69,Feder,Breathe,no id
2018,20,70,Vegedream X DJ Leska,La fuite,no id
2018,20,71,Dadju feat. Maître Gims,Par amour,no id
2018,20,72,Jahyanaï feat. Bamby,Who Mad Again,no id
2018,20,73,The Weeknd,Call Out My Name,no id
2018,20,74,Naps,Recherché,no id
2018,20,75,Skg,Casa de papel,no id
2018,20,76,Luis Fonsi feat. Daddy Yankee,Despacito,no id
2018,20,77,Bad Wolves,Zombie,no id
2018,20,78,Marwa Loud,Qu'est ce que t'as ?,no id
2018,20,79,Liam Payne & Rita Ora,For You (Fifty Shades Freed),no id
2018,20,80,Bazzi,Mine,no id
2018,20,81,Lost Frequencies & Zonderling,Crazy,no id
2018,20,82,Eddy de Pretto,Fête de trop,no id
2018,20,83,Big Boi,All Night,no id
2018,20,84,Post Malone feat. 21 Savage,rockstar,no id
2018,20,85,XXXTENTACION,Sad!,no id
2018,20,86,Eddy de Pretto,Kid,no id
2018,20,87,Ninho,Boîte auto,no id
2018,20,88,Ninho,Coffrer,no id
2018,20,89,Ofenbach vs. Nick Waterhouse,Katchi,no id
2018,20,90,Portugal. The Man,Feel It Still,no id
2018,20,91,LORENZO,Carton rouge,no id
2018,20,92,Dua Lipa,Idgaf,no id
2018,20,93,Post Malone,Better Now,no id
2018,20,94,Moha La Squale,La BP,no id
2018,20,95,Djadja & Dinaz,Non non,no id
2018,20,96,LARTISTE,Catchu Catchu,no id
2018,20,97,Charlie Puth feat. Kehlani,Done For Me,no id
2018,20,98,Damso,Macarena,no id
2018,20,99,LORENZO,Tu le C,no id
2018,20,100,S.PRI NOIR,Fusée Ariane,no id
2018,20,101,Justin Timberlake feat. Chris Stapleton,Say Something,no id
2018,20,102,Damso,TieksVie,no id
2018,20,103,BOOBA,Gotham,no id
2018,20,104,Bigflo & Oli,Dommage,no id
2018,20,105,Timal,Rien de nouveau,no id
2018,20,106,Niska,Salé,no id
2018,20,107,Niska,Medellín,no id
2018,20,108,Jax Jones feat. Ina Wroldsen,Breathe,no id
2018,20,109,Kygo feat. Justin Jesso,Stargazing,no id
2018,20,110,Damso,E. Signaler,no id
2018,20,111,Eminem feat. Ed Sheeran,River,no id
2018,20,112,XXXTENTACION,Moonlight,no id
2018,20,113,Selena Gomez & Marshmello,Wolves,no id
2018,20,114,Cecilia Krull,My Life Is Going On,no id
2018,20,115,SELENA GOMEZ,Back To You,no id
2018,20,116,Timal feat. Meryl,Cartel,no id
2018,20,117,Netta,Toy,no id
2018,20,118,Slimane,Viens on s'aime,no id
2018,20,119,Niska feat. Booba,Tuba Life,no id
2018,20,120,Avicii feat. Rita Ora,Lonely Together,no id
2018,20,121,Migos feat. Drake,Walk It Talk It,no id
2018,20,122,Damso,C. Mosaïque solitaire,no id
2018,20,123,Maître Gims feat. Dadju,Tu ne le vois pas,no id
2018,20,124,Timal,Dans la ville,no id
2018,20,125,Daddy Yankee,Dura,no id
2018,20,126,Dj Kayz feat. Wassila & Scridge,Jour J,no id
2018,20,127,IMAGINE DRAGONS,Thunder,no id
2018,20,128,Marwa Loud,Calma,no id
2018,20,129,Ninho feat. Yaro,44,no id
2018,20,130,Orelsan,Basique,no id
2018,20,131,Zayn feat. Sia,Dusk Till Dawn,no id
2018,20,132,Hornet La Frappe & Osvald 'Vald' Egeland,Valise,no id
2018,20,133,J. Balvin & Willy William,Mi Gente,no id
2018,20,134,BOOBA,Friday,no id
2018,20,135,Siboy feat. Benash & Damso,Mobali,no id
2018,20,136,"4Keus feat. Naza, Keblack & Dry",Mignon garçon,no id
2018,20,137,Kaaris feat. Kalash Criminel & Sofiane,Bling Bling,no id
2018,20,138,Clean Bandit feat. Julia Michaels,I Miss You,no id
2018,20,139,LOMEPAL,Tout lâcher,no id
2018,20,140,IMAGINE DRAGONS,Believer,no id
2018,20,141,Naza,Remontada,no id
2018,20,142,Ninho,Pavé,no id
2018,20,143,Damso,Tueurs,no id
2018,20,144,Charlie Puth,Attention,no id
2018,20,145,Niro,On est prêt,no id
2018,20,146,Dadju feat. Niska,Sous contrôle,no id
2018,20,147,Maître Gims feat. Lil Wayne & French Montana,Corazón,no id
2018,20,148,Orelsan,Défaite de famille,no id
2018,20,149,D. ACE,Mangas 2,no id
2018,20,150,The Weeknd & Kendrick Lamar,Pray For Me,no id
2018,20,151,BlocBoy JB feat. Drake,Look Alive,no id
2018,20,152,AVICII,Wake Me Up,no id
2018,20,153,Vitaa feat. Jul,Ca les dérange,no id
2018,20,154,Sia feat. Sean Paul,Cheap Thrills,1ZMYMTP0S4hp9AlGkAWWjt
2018,20,155,French Montana feat. Swae Lee,Unforgettable,no id
2018,20,156,Abou Debeing feat. Dadju,C'est pas bon,no id
2018,20,157,Timal,La 9 (Ruinart),no id
2018,20,158,Damso,Fais-moi un Vie,no id
2018,20,159,Ninho feat. Nekfeu,De l'autre côté,no id
2018,20,160,Timal,Maria,no id
2018,20,161,D. ACE,Petite sœur,no id
2018,20,162,Kendji Girac,Maria Maria,no id
2018,20,163,S.Pri Noir feat. Nemir,Mon Crew,no id
2018,20,164,Bigflo & Oli feat. Notre père Fabian,Papa,no id
2018,20,165,Orelsan,Tout va bien,no id
2018,20,166,Hornet La Frappe,Bourgeoisie,no id
2018,20,167,Ninho,Rose,no id
2018,20,168,S.Pri Noir feat. Haute,Finesse,no id
2018,20,169,Sadek feat. Ninho,Madre mia,no id
2018,20,170,Khalid & Normani,Love Lies,no id
2018,20,171,Shawn Mendes,In My Blood,no id
2018,20,172,Therapie TAXI,Salop(e),no id
2018,20,173,Vianney,Je m'en vais,4PjzLR7aNOp49fLvTueyB2
2018,20,174,Dadju feat. Franglish,Django,no id
2018,20,175,BOOBA,Petite fille,no id
2018,20,176,Roméo Elvis & Le Motel,Drôle de question,no id
2018,20,177,Vald,Gris,no id
2018,20,178,Dry feat. Dadju,Tant pis,no id
2018,20,179,MAÎTRE GIMS,Gunshot,no id
2018,20,180,Rag'n'Bone Man,Human,2Tjk7cYdH5s6dFhrmmRIw1
2018,20,181,Lartiste feat. Naza,Attache ta ceinture,no id
2018,20,182,IMAGINE DRAGONS,Next To Me,no id
2018,20,183,Marwa Loud feat. Jul,Ça y est,no id
2018,20,184,Vegedream,Marchand de sable Part. 4 (Du SAal),no id
2018,20,185,Berlin feat. El Profesor,Bella Ciao,no id
2018,20,186,Ninho,Bavard,no id
2018,20,187,Djadja & Dinaz,Brassard,no id
2018,20,188,Lefa feat. Orelsan,Potentiel,no id
2018,20,189,Charlie Puth,How Long,no id
2018,20,190,D. ACE,Pardonne-moi,no id
2018,20,191,S.PRI NOIR,Papillon,no id
2018,20,192,S.PRI NOIR,Nymeria,no id
2018,20,193,S.PRI NOIR,Baby Gyal,no id
2018,20,194,S.PRI NOIR,Highlander,no id
2018,20,195,Hamza,Life,no id
2018,20,196,Petit Biscuit,Sunset Lover,no id
2018,20,197,Damso,N. J Respect R,no id
2018,20,198,Vitaa feat. Stromae,Comme dab,no id
2018,20,199,Timal,Pirate,no id
2018,20,200,Vald feat. Sofiane,Dragon,no id
2018,22,1,Dosseh,Habitué,no id
2018,22,2,"Naestro feat. Maître Gims, Vitaa, Dadju & Slimane",Bella ciao,no id
2018,22,3,Maître Gims & Vianney,La même,no id
2018,22,4,Aya Nakamura,Djadja,no id
2018,22,5,Lartiste feat. Caroliina,Mafiosa,no id
2018,22,6,Nicky Jam & J. Balvin,X,no id
2018,22,7,Calvin Harris & Dua Lipa,One Kiss,no id
2018,22,8,Kore & L'Algérino,Va Bene,no id
2018,22,9,Damso,Ipséité,no id
2018,22,10,David Guetta & Sia,Flames,no id
2018,22,11,Alonzo,Santana,no id
2018,22,12,Dadju,Bob Marley,no id
2018,22,13,Ninho,Un Poco,no id
2018,22,14,4Keus Gang,Le temps passe,no id
2018,22,15,Drake,God's Plan,no id
2018,22,16,Maître Gims & Super Sako feat. Hayko,Mi Gna,no id
2018,22,17,Therapie TAXI feat. Roméo Elvis,Hit Sale,no id
2018,22,18,Moha La Squale,Bandolero,no id
2018,22,19,Marshmello & Anne-Marie,Friends,no id
2018,22,20,Tom Walker,Leave a Light On,no id
2018,22,21,Ariana Grande,No Tears Left To Cry,no id
2018,22,22,Vald,Désaccordé,no id
2018,22,23,Vitaa feat. Claudio Capeo,Un peu de rêve,no id
2018,22,24,"Rudimental feat. Jess Glynne, Macklemore & Dan Caplen",These Days,no id
2018,22,25,Marwa Loud,Fallait Pas,no id
2018,22,26,El Profesor,Bella ciao,no id
2018,22,27,Orelsan feat. Stromae,La pluie,no id
2018,22,28,Dennis Lloyd,Nevermind,no id
2018,22,29,Niska,Country,no id
2018,22,30,S.Pri Noir feat. Nekfeu,Juste pour voir,no id
2018,22,31,Naps feat. Soolking,Favela,no id
2018,22,32,KeBlack,Complètemment sonné,no id
2018,22,33,Moha La Squale,Luna,no id
2018,22,34,"Cardi B, Bad Bunny & J Balvin",I Like It,no id
2018,22,35,RÉMY,Bella Ciao,no id
2018,22,36,RIDSA,Désabonné,no id
2018,22,37,Drake,Nice For What,no id
2018,22,38,Skg,Casa de papel,no id
2018,22,39,Ninho,M.I.L.S 2.0,no id
2018,22,40,Kygo & Miguel,Remind Me To Forget,no id
2018,22,41,LARTISTE,Vai et viens,no id
2018,22,42,Cecilia Krull,My Life Is Going On,no id
2018,22,43,Sean Paul & David Guetta feat. Becky G,Mad Love,no id
2018,22,44,Ed Sheeran,Shape Of You,7oJa8bPFKVbq4c7NswXHw8
2018,22,45,Moha La Squale,C'était pas gagné,no id
2018,22,46,Dj Erise feat. Aya Nakamura,Pourquoi tu forces,no id
2018,22,47,Lefa feat. Lomepal,Paradise,no id
2018,22,48,Dadju,Reine,no id
2018,22,49,Soolking,Guerilla,no id
2018,22,50,Camila Cabello feat. Young Thug,Havana,no id
2018,22,51,MAÎTRE GIMS,Caméléon,no id
2018,22,52,LOMEPAL,Yeux disent,no id
2018,22,53,DJ Snake,Magenta Riddim,no id
2018,22,54,Moha La Squale,Snow,no id
2018,22,55,Marwa Loud,Bad Boy,no id
2018,22,56,Moha La Squale,Bendero,no id
2018,22,57,Sofiane,Lundi,no id
2018,22,58,"David Guetta, Martin Garrix & Brooks",Like I Do,no id
2018,22,59,Moha La Squale,La BP,no id
2018,22,60,Luis Fonsi & Demi Lovato,Échame La Culpa,no id
2018,22,61,Hoshi,Ta marinière,no id
2018,22,62,"Zedd, Maren Morris & Grey",The Middle,no id
2018,22,63,CHILDISH GAMBINO,This Is America,no id
2018,22,64,Maître Gims feat. Sofiane,Loup garou,no id
2018,22,65,Moha La Squale,Bonnie & Clyde,no id
2018,22,66,Christine and the Queens feat. Dâm-Funk,"Damn, dis-moi (Girlfriend)",no id
2018,22,67,Ed Sheeran,Perfect,no id
2018,22,68,Timal,Arrivant,no id
2018,22,69,Kalash feat. Damso,Mwaka Moon,no id
2018,22,70,IMAGINE DRAGONS,Whatever It Takes,no id
2018,22,71,"MC Fioti feat. Future, J Balvin, Stefflon Don & Juan Magan",Bum Bum Tam Tam,no id
2018,22,72,Marwa Loud,Billet,no id
2018,22,73,Jain,Alright,no id
2018,22,74,Djadja & Dinaz,J'souris,no id
2018,22,75,Moha La Squale,Tourner,no id
2018,22,76,Moha La Squale,Le p'tit avait un rêve,no id
2018,22,77,Vitaa feat. Jul,Ca les dérange,no id
2018,22,78,Ninho,Fendi,no id
2018,22,79,Post Malone feat. Ty Dolla $ign,Psycho,no id
2018,22,80,Maître Gims feat. Lil Wayne & French Montana,Corazón,no id
2018,22,81,Bad Wolves,Zombie,no id
2018,22,82,Niska,Réseaux,no id
2018,22,83,A$AP Rocky feat. Skepta,Praise The Lord (Da Shine),no id
2018,22,84,KAARIS,Diarabi,no id
2018,22,85,Luis Fonsi feat. Daddy Yankee,Despacito,no id
2018,22,86,Moha La Squale,J'me rappelle papa,no id
2018,22,87,Feder,Breathe,no id
2018,22,88,Kendrick Lamar & SZA,All The Stars,no id
2018,22,89,Moha La Squale,Il le fallait,no id
2018,22,90,Bazzi,Mine,no id
2018,22,91,Vegedream X DJ Leska,La fuite,no id
2018,22,92,Moha La Squale,Prologue (Bendero),no id
2018,22,93,Lost Frequencies & Zonderling,Crazy,no id
2018,22,94,Dadju feat. Maître Gims,Par amour,no id
2018,22,95,Liam Payne & Rita Ora,For You (Fifty Shades Freed),no id
2018,22,96,Portugal. The Man,Feel It Still,no id
2018,22,97,Vitaa feat. Stromae,Comme dab,no id
2018,22,98,Dua Lipa,Idgaf,no id
2018,22,99,Jahyanaï feat. Bamby,Who Mad Again,no id
2018,22,100,The Weeknd,Call Out My Name,no id
2018,22,101,Daddy Yankee,Dura,no id
2018,22,102,Dadju feat. Franglish,Django,no id
2018,22,103,Naps,Recherché,no id
2018,22,104,Berlin feat. El Profesor,Bella Ciao (La Casa De Papel),no id
2018,22,105,Ofenbach vs. Nick Waterhouse,Katchi,no id
2018,22,106,Eddy de Pretto,Fête de trop,no id
2018,22,107,Shawn Mendes,In My Blood,no id
2018,22,108,Post Malone feat. 21 Savage,rockstar,no id
2018,22,109,Post Malone,Better Now,no id
2018,22,110,Damso,Macarena,no id
2018,22,111,Jax Jones feat. Ina Wroldsen,Breathe,no id
2018,22,112,XXXTENTACION,Sad!,no id
2018,22,113,J. Balvin & Willy William,Mi Gente,no id
2018,22,114,Justin Timberlake feat. Chris Stapleton,Say Something,no id
2018,22,115,Moha La Squale,René Croco,no id
2018,22,116,LORENZO,Tu le C,no id
2018,22,117,RK,Tierquar,no id
2018,22,118,Damso,E. Signaler,no id
2018,22,119,Damso,TieksVie,no id
2018,22,120,Charlie Puth feat. Kehlani,Done For Me,no id
2018,22,121,Eddy de Pretto,Kid,no id
2018,22,122,Niska,Salé,no id
2018,22,123,Marwa Loud,Qu'est ce que t'as ?,no id
2018,22,124,Moha La Squale,Pankani,no id
2018,22,125,Ninho,Boîte auto,no id
2018,22,126,Big Boi,All Night,no id
2018,22,127,LARTISTE,Catchu Catchu,no id
2018,22,128,LORENZO,Carton rouge,no id
2018,22,129,Moha La Squale,J'me balade,no id
2018,22,130,Ninho,Coffrer,no id
2018,22,131,Bigflo & Oli,Dommage,no id
2018,22,132,"4Keus feat. Naza, Keblack & Dry",Mignon garçon,no id
2018,22,133,Niska,Medellín,no id
2018,22,134,Khalid & Normani,Love Lies,no id
2018,22,135,Kygo feat. Justin Jesso,Stargazing,no id
2018,22,136,Orelsan,Basique,no id
2018,22,137,SELENA GOMEZ,Back To You,no id
2018,22,138,Eminem feat. Ed Sheeran,River,no id
2018,22,139,Selena Gomez & Marshmello,Wolves,no id
2018,22,140,Sia feat. Sean Paul,Cheap Thrills,1ZMYMTP0S4hp9AlGkAWWjt
2018,22,141,Slimane,Viens on s'aime,no id
2018,22,142,Zayn feat. Sia,Dusk Till Dawn,no id
2018,22,143,Moha La Squale,C'était la ure,no id
2018,22,144,Hyphen Hyphen,Like Boys,no id
2018,22,145,Moha La Squale,5 Juillet 1962,no id
2018,22,146,Migos feat. Drake,Walk It Talk It,no id
2018,22,147,VITAA,Peine & pitié,no id
2018,22,148,Damso,C. Mosaïque solitaire,no id
2018,22,149,ZAZIE,Speed,no id
2018,22,150,BOOBA,Gotham,no id
2018,22,151,Niska feat. Booba,Tuba Life,no id
2018,22,152,Siboy feat. Benash & Damso,Mobali,no id
2018,22,153,Moha La Squale,Déçu,no id
2018,22,154,IMAGINE DRAGONS,Believer,no id
2018,22,155,Moha La Squale,On n'est pas les mêmes,no id
2018,22,156,Mister V feat. Samy Ceezy,Viano,no id
2018,22,157,Kendji Girac,Maria Maria,no id
2018,22,158,VITAA,Ton silence,no id
2018,22,159,XXXTENTACION,Moonlight,no id
2018,22,160,Lord Huron feat. Phoebe Bridgers,The Night We Met,1SUC3BzNqa5Kna2bZAsAK8
2018,22,161,IMAGINE DRAGONS,Thunder,no id
2018,22,162,S.PRI NOIR,Fusée Ariane,no id
2018,22,163,BOOBA,Friday,no id
2018,22,164,Avicii feat. Rita Ora,Lonely Together,no id
2018,22,165,Djadja & Dinaz,Non non,no id
2018,22,166,Marwa Loud,Calma,no id
2018,22,167,Damso,Tueurs,no id
2018,22,168,Ninho feat. Nekfeu,De l'autre côté,no id
2018,22,169,Orelsan,Défaite de famille,no id
2018,22,170,Kaaris feat. Kalash Criminel & Sofiane,Bling Bling,no id
2018,22,171,French Montana feat. Swae Lee,Unforgettable,no id
2018,22,172,Dj Kayz feat. Wassila & Scridge,Jour J,no id
2018,22,173,Timal feat. Meryl,Cartel,no id
2018,22,174,Ninho,Rose,no id
2018,22,175,Moha La Squale,J'étais pas prêt,no id
2018,22,176,Clean Bandit feat. Julia Michaels,I Miss You,no id
2018,22,177,Therapie TAXI,Salop(e),no id
2018,22,178,Moha La Squale,Pour les jaja,no id
2018,22,179,Madame Monsieur,Mercy,no id
2018,22,180,Dadju feat. Niska,Sous contrôle,no id
2018,22,181,Abou Debeing feat. Dadju,C'est pas bon,no id
2018,22,182,Moha La Squale,24 Solo,no id
2018,22,183,Benash,Cardi B,no id
2018,22,184,BlocBoy JB feat. Drake,Look Alive,no id
2018,22,185,Maître Gims feat. Dadju,Tu ne le vois pas,no id
2018,22,186,VITAA,Megalo,no id
2018,22,187,Sadek feat. Ninho,Madre mia,no id
2018,22,188,Moha La Squale,Bienvenue à La Banane,no id
2018,22,189,Orelsan,Tout va bien,no id
2018,22,190,Timal,La 9 (Ruinart),no id
2018,22,191,Ninho feat. Yaro,44,no id
2018,22,192,Timal,Rien de nouveau,no id
2018,22,193,Billie Eilish & Khalid,lovely,no id
2018,22,194,Damso,Fais-moi un Vie,no id
2018,22,195,Rag'n'Bone Man,Human,2Tjk7cYdH5s6dFhrmmRIw1
2018,22,196,Timal,Maria,no id
2018,22,197,G-Eazy & Halsey,Him & I,no id
2018,22,198,KeBlack,Menteuse,no id
2018,22,199,BOOBA,Petite fille,no id
2018,22,200,Ofenbach,Be Mine,no id
2018,23,1,Dosseh,Habitué,no id
2018,23,2,Aya Nakamura,Djadja,no id
2018,23,3,Maître Gims & Vianney,La même,no id
2018,23,4,"Naestro feat. Maître Gims, Vitaa, Dadju & Slimane",Bella ciao,no id
2018,23,5,Lartiste feat. Caroliina,Mafiosa,no id
2018,23,6,Calvin Harris & Dua Lipa,One Kiss,no id
2018,23,7,Nicky Jam & J. Balvin,X,no id
2018,23,8,Damso,Ipséité,no id
2018,23,9,Kore & L'Algérino,Va Bene,no id
2018,23,10,David Guetta & Sia,Flames,no id
2018,23,11,Alonzo,Santana,no id
2018,23,12,Ninho,Un Poco,no id
2018,23,13,Dadju,Bob Marley,no id
2018,23,14,Drake,God's Plan,no id
2018,23,15,Therapie TAXI feat. Roméo Elvis,Hit Sale,no id
2018,23,16,Ariana Grande,No Tears Left To Cry,no id
2018,23,17,Marshmello & Anne-Marie,Friends,no id
2018,23,18,"Rudimental feat. Jess Glynne, Macklemore & Dan Caplen",These Days,no id
2018,23,19,Tom Walker,Leave a Light On,no id
2018,23,20,"Cardi B, Bad Bunny & J Balvin",I Like It,no id
2018,23,21,Vald,Désaccordé,no id
2018,23,22,Dennis Lloyd,Nevermind,no id
2018,23,23,Moha La Squale,Bandolero,no id
2018,23,24,Marwa Loud,Fallait Pas,no id
2018,23,25,Orelsan feat. Stromae,La pluie,no id
2018,23,26,Maître Gims & Super Sako feat. Hayko,Mi Gna,no id
2018,23,27,Kygo & Miguel,Remind Me To Forget,no id
2018,23,28,KeBlack,Complètemment sonné,no id
2018,23,29,Niska,Country,no id
2018,23,30,Vitaa feat. Claudio Capeo,Un peu de rêve,no id
2018,23,31,Cecilia Krull,My Life Is Going On,no id
2018,23,32,Naps feat. Soolking,Favela,no id
2018,23,33,Drake,Nice For What,no id
2018,23,34,4Keus Gang,Le temps passe,no id
2018,23,35,S.Pri Noir feat. Nekfeu,Juste pour voir,no id
2018,23,36,Skg,Casa de papel,no id
2018,23,37,Sean Paul & David Guetta feat. Becky G,Mad Love,no id
2018,23,38,Moha La Squale,Luna,no id
2018,23,39,LARTISTE,Vai et viens,no id
2018,23,40,Ninho,M.I.L.S 2.0,no id
2018,23,41,Lefa feat. Lomepal,Paradise,no id
2018,23,42,Ed Sheeran,Shape Of You,7oJa8bPFKVbq4c7NswXHw8
2018,23,43,El Profesor,Bella ciao,no id
2018,23,44,RÉMY,Bella Ciao,no id
2018,23,45,Soolking,Guerilla,no id
2018,23,46,Camila Cabello feat. Young Thug,Havana,no id
2018,23,47,Dj Erise feat. Aya Nakamura,Pourquoi tu forces,no id
2018,23,48,DJ Snake,Magenta Riddim,no id
2018,23,49,Marwa Loud,Bad Boy,no id
2018,23,50,Vegedream X DJ Leska,La fuite,no id
2018,23,51,LOMEPAL,Yeux disent,no id
2018,23,52,"David Guetta, Martin Garrix & Brooks",Like I Do,no id
2018,23,53,Maroon 5 feat. Cardi B,Girls Like You,no id
2018,23,54,"Zedd, Maren Morris & Grey",The Middle,no id
2018,23,55,Dadju,Reine,no id
2018,23,56,Hoshi,Ta marinière,no id
2018,23,57,Sofiane,Lundi,no id
2018,23,58,RIDSA,Désabonné,no id
2018,23,59,CHILDISH GAMBINO,This Is America,no id
2018,23,60,Dadju feat. Franglish,Django,no id
2018,23,61,Ed Sheeran,Perfect,no id
2018,23,62,Luis Fonsi & Demi Lovato,Échame La Culpa,no id
2018,23,63,Timal,Arrivant,no id
2018,23,64,Vegedream,Mama He,no id
2018,23,65,Kalash feat. Damso,Mwaka Moon,no id
2018,23,66,Bad Wolves,Zombie,no id
2018,23,67,Moha La Squale,C'était pas gagné,no id
2018,23,68,Kanye West,Yikes,no id
2018,23,69,Ninho,Fendi,no id
2018,23,70,"MC Fioti feat. Future, J Balvin, Stefflon Don & Juan Magan",Bum Bum Tam Tam,no id
2018,23,71,Luis Fonsi feat. Daddy Yankee,Despacito,no id
2018,23,72,MAÎTRE GIMS,Caméléon,no id
2018,23,73,Marwa Loud,Billet,no id
2018,23,74,Post Malone feat. Ty Dolla $ign,Psycho,no id
2018,23,75,Kanye West,All Mine,no id
2018,23,76,Dua Lipa,Idgaf,no id
2018,23,77,Niska,Réseaux,no id
2018,23,78,Djadja & Dinaz,J'souris,no id
2018,23,79,Daddy Yankee,Dura,no id
2018,23,80,Jain,Alright,no id
2018,23,81,Bazzi,Mine,no id
2018,23,82,Christine and the Queens feat. Dâm-Funk,"Damn, dis-moi (Girlfriend)",no id
2018,23,83,IMAGINE DRAGONS,Whatever It Takes,no id
2018,23,84,KAARIS,Diarabi,no id
2018,23,85,Moha La Squale,Snow,no id
2018,23,86,Dadju feat. Maître Gims,Par amour,no id
2018,23,87,Kendrick Lamar & SZA,All The Stars,no id
2018,23,88,SELENA GOMEZ,Back To You,no id
2018,23,89,The Weeknd,Call Out My Name,no id
2018,23,90,Feder,Breathe,no id
2018,23,91,Clean Bandit feat. Demi Lovato,Solo,no id
2018,23,92,Post Malone,Better Now,no id
2018,23,93,Damso,Macarena,no id
2018,23,94,Maître Gims feat. Sofiane,Loup garou,no id
2018,23,95,Portugal. The Man,Feel It Still,no id
2018,23,96,Berlin feat. El Profesor,Bella Ciao (La Casa De Papel),no id
2018,23,97,Naps,Recherché,no id
2018,23,98,Lost Frequencies & Zonderling,Crazy,no id
2018,23,99,Vegedream,Marchand de sable Part. 4 (Du SAal),no id
2018,23,100,Liam Payne & Rita Ora,For You (Fifty Shades Freed),no id
2018,23,101,Eddy de Pretto,Kid,no id
2018,23,102,Jahyanaï feat. Bamby,Who Mad Again,no id
2018,23,103,Damso,E. Signaler,no id
2018,23,104,Damso,TieksVie,no id
2018,23,105,Ofenbach vs. Nick Waterhouse,Katchi,no id
2018,23,106,Moha La Squale,Bendero,no id
2018,23,107,A$AP Rocky feat. Skepta,Praise The Lord (Da Shine),no id
2018,23,108,Justin Timberlake feat. Chris Stapleton,Say Something,no id
2018,23,109,Vegedream,La rue,no id
2018,23,110,Eddy de Pretto,Fête de trop,no id
2018,23,111,Sia feat. Sean Paul,Cheap Thrills,1ZMYMTP0S4hp9AlGkAWWjt
